gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg,name,year_range,season_type,failedShotsPerGame,savesPerGame,D1,ties,adjWins
82,43,30,9,95,57.9,3.11,2.878,1.0857,22,65,45,296,83.3,29.6585,33.3049,0.766,0.2,0.815,0.875,0.448,0.577,4828,2135,2693,44.2,10.5,0.914,Colorado Avalanche,20172018,regular,26.5443575,30.4406786,high,9,47.5
82,36,40,6,78,47.6,2.793,3.195,0.9261,14.8,31,57,210,76.7,33.4146,32.122,0.595,0.311,0.783,0.913,0.463,0.378,4917,2394,2523,48.7,8.4,0.901,Edmonton Oilers,20172018,regular,30.6077736,28.941922,low,6,39
82,31,40,11,73,44.5,2.659,3.159,0.8415,21.5,53,60,247,78.3,30.0488,32.2073,0.515,0.286,0.875,0.75,0.281,0.435,4901,2427,2474,49.5,8.8,0.902,Vancouver Canucks,20172018,regular,27.4045056,29.0509846,low,11,36.5
82,44,25,13,101,61.6,2.817,2.549,1.146,17.8,38,46,214,83.2,30.1829,33.122,0.732,0.341,0.719,0.78,0.571,0.542,4875,2499,2376,51.3,9.3,0.923,Anaheim Ducks,20172018,regular,27.3758903,30.571606,high,13,50.5
82,42,32,8,92,56.1,2.817,2.707,1.0963,19.3,47,54,244,80.8,31.2195,29.8415,0.682,0.316,0.731,0.861,0.463,0.629,5144,2701,2443,52.5,9,0.909,Dallas Stars,20172018,regular,28.409745,27.1259235,high,8,46
82,45,29,8,98,59.8,2.89,2.463,1.1567,20.4,49,39,240,85,31.0244,30.939,0.781,0.4,0.75,0.9,0.619,0.462,4884,2429,2455,49.7,9.3,0.92,Los Angeles Kings,20172018,regular,28.1391308,28.46388,high,8,49
82,45,27,10,100,61,3.012,2.756,0.9578,20.6,53,34,257,84.8,32.9512,30.3415,0.7,0.405,0.833,0.909,0.5,0.583,4991,2558,2433,51.2,9.1,0.909,San Jose Sharks,20172018,regular,29.9526408,27.5804235,high,10,50
82,45,30,7,97,59.1,2.878,2.756,1.1342,17.2,39,51,227,76.2,33.6707,31.3049,0.652,0.417,0.759,0.833,0.553,0.563,4958,2400,2558,48.4,8.5,0.912,Columbus Blue Jackets,20172018,regular,30.8086905,28.5500688,high,7,48.5
82,45,26,11,101,61.6,3.049,2.793,1.1034,20.4,49,51,240,81.2,30.1951,31.3293,0.75,0.357,0.857,0.838,0.581,0.521,4849,2415,2434,49.8,10.1,0.911,Minnesota Wild,20172018,regular,27.1453949,28.5409923,high,11,50.5
82,52,20,10,114,69.5,3.329,2.634,1.2222,23.4,64,50,274,81.8,32.2317,31.8659,0.787,0.429,0.882,0.955,0.659,0.579,5055,2649,2406,52.4,10.3,0.917,Winnipeg Jets,20172018,regular,28.9118349,29.2210303,high,10,57
82,29,41,12,70,42.7,2.512,3.061,0.8485,16.9,41,46,243,79.6,29.878,32.2195,0.5,0.167,0.6,0.677,0.353,0.348,5088,2429,2659,47.7,8.4,0.905,Arizona Coyotes,20172018,regular,27.368248,29.1586475,low,12,35
82,51,24,7,109,66.5,3.268,2.744,1.121,21,52,44,248,81.4,32.7561,30.7439,0.829,0.415,0.75,0.861,0.688,0.517,4987,2439,2548,48.9,10,0.911,Vegas Golden Knights,20172018,regular,29.48049,28.0076929,high,7,54.5
82,31,41,10,72,43.9,2.671,3.305,0.7989,17.7,45,40,254,84.3,30.3415,31.6098,0.543,0.167,0.63,0.815,0.429,0.372,4900,2418,2482,49.4,8.8,0.895,New Jersey Devils,20182019,regular,27.671448,28.290771,low,10,36
82,48,27,7,103,62.8,2.72,2.329,1.2756,14.5,33,44,227,79.9,28.7805,30.9024,0.689,0.459,0.71,0.85,0.531,0.646,4477,2124,2353,47.4,9.4,0.925,New York Islanders,20182019,regular,26.075133,28.58472,high,7,51.5
82,32,36,14,78,47.6,2.695,3.256,0.8382,19.4,44,58,227,78.2,29.1829,33.8293,0.432,0.356,0.526,0.722,0.462,0.357,4663,2188,2475,46.9,9.2,0.904,New York Rangers,20182019,regular,26.4980732,30.5816872,low,14,39
82,37,37,8,82,50,2.939,3.415,0.8639,17.1,40,51,234,78.5,31.5,32.5,0.656,0.32,0.773,0.839,0.306,0.548,4818,2637,2181,54.7,9.3,0.895,Philadelphia Flyers,20182019,regular,28.5705,29.0875,high,8,41
82,44,26,12,100,61,3.305,2.902,1.2133,24.6,56,45,228,79.7,33.3049,33.2805,0.596,0.457,0.75,0.923,0.417,0.634,4908,2482,2426,50.6,9.9,0.913,Pittsburgh Penguins,20182019,regular,30.0077149,30.3850965,low,12,50
82,49,24,9,107,65.2,3.134,2.585,1.2266,25.9,65,49,251,79.9,32.6829,29.4634,0.739,0.417,0.806,0.838,0.563,0.625,4840,2455,2385,50.7,9.6,0.912,Boston Bruins,20182019,regular,29.5453416,26.8706208,high,9,53.5
82,33,39,10,76,46.3,2.695,3.268,0.8324,19.5,46,41,236,80.9,32.8902,32.9756,0.615,0.209,0.655,0.75,0.325,0.463,4872,2334,2538,47.9,8.2,0.901,Buffalo Sabres,20182019,regular,30.1932036,29.7110156,high,10,38
82,44,30,8,96,58.5,3,2.878,1.1534,13.2,31,46,234,80.9,34.0976,31.0732,0.705,0.342,0.75,0.794,0.565,0.486,4932,2437,2495,49.4,8.8,0.907,Montréal Canadiens,20182019,regular,31.0970112,28.1833924,high,8,48
82,29,47,6,64,39,2.951,3.671,0.7854,20.4,46,45,226,79.2,29.622,35.7439,0.512,0.179,0.586,0.76,0.44,0.321,4815,2387,2428,49.6,10,0.897,Ottawa Senators,20182019,regular,26.6598,32.0622783,low,6,32
82,46,28,8,100,61,3.488,3.037,1.2047,21.8,46,41,211,79.9,33.3659,33.1341,0.738,0.375,0.828,0.973,0.571,0.561,4959,2629,2330,53,10.5,0.908,Toronto Maple Leafs,20182019,regular,29.8624805,30.0857628,high,8,50
82,46,29,7,99,60.4,2.963,2.695,1.0878,17.8,44,44,247,81.6,34.4146,28.5732,0.767,0.333,0.862,0.872,0.509,0.708,4968,2436,2532,49,8.6,0.906,Carolina Hurricanes,20182019,regular,31.4549444,25.8873192,high,7,49.5
82,36,32,14,86,52.4,3.22,3.329,0.8526,26.8,72,43,269,81.3,32.9878,30.6829,0.538,0.349,0.483,0.735,0.468,0.406,5072,2527,2545,49.8,9.8,0.891,Florida Panthers,20182019,regular,29.7549956,27.3384639,low,14,43
82,62,16,4,128,78,3.89,2.695,1.3121,28.2,74,40,262,85,31.9512,32.1098,0.848,0.639,0.912,0.907,0.75,0.75,4921,2520,2401,51.2,12.2,0.916,Tampa Bay Lightning,20182019,regular,28.0531536,29.4125768,high,4,64
82,48,26,8,104,63.4,3.341,3.024,1.2236,20.8,49,55,236,78.9,30.3902,31.5122,0.762,0.4,0.73,0.902,0.636,0.533,4723,2160,2563,45.7,11,0.904,Washington Capitals,20182019,regular,27.047278,28.4870288,high,8,52
82,36,34,12,84,51.2,3.256,3.549,0.9892,20.2,48,63,238,72.7,32.5488,34.7805,0.605,0.256,0.741,0.92,0.444,0.409,4760,2356,2404,49.5,10,0.898,Chicago Blackhawks,20182019,regular,29.29392,31.232889,low,12,42
82,32,40,10,74,45.1,2.732,3.317,0.8258,18.1,39,56,216,77.1,29.1951,33.6707,0.568,0.244,0.5,0.739,0.385,0.389,5058,2568,2490,50.8,9.4,0.901,Detroit Red Wings,20182019,regular,26.4507606,30.3373007,low,10,37
82,47,29,6,100,61,2.878,2.585,1.1469,12.9,33,45,255,82.1,32.6585,29.9878,0.875,0.286,0.88,0.946,0.6,0.5,4922,2537,2385,51.5,8.8,0.914,Nashville Predators,20182019,regular,29.784552,27.4088492,high,6,50
82,45,28,9,99,60.4,2.976,2.683,1.1361,21.1,50,43,237,81.5,31.7561,28.5976,0.75,0.265,0.758,0.897,0.582,0.5,4767,2450,2317,51.4,9.4,0.906,St. Louis Blues,20182019,regular,28.7710266,25.9094256,high,9,49.5
82,50,25,7,107,65.2,3.524,2.72,1.2617,19.3,53,50,275,79.7,32.3902,28.0732,0.878,0.341,0.875,0.969,0.571,0.68,4755,2490,2265,52.4,10.9,0.903,Calgary Flames,20182019,regular,28.8596682,25.3500996,high,7,53.5
82,38,30,14,90,54.9,3.146,2.976,1.0195,22,63,58,286,78.7,32.6341,31.939,0.7,0.238,0.75,0.875,0.524,0.395,4875,2346,2529,48.1,9.6,0.907,Colorado Avalanche,20182019,regular,29.5012264,28.968673,high,14,45
82,35,38,9,79,48.2,2.793,3.305,0.8156,21.2,47,62,222,74.8,29.1707,31.6951,0.575,0.286,0.63,0.778,0.438,0.435,4810,2327,2483,48.4,9.6,0.896,Edmonton Oilers,20182019,regular,26.3703128,28.3988096,low,9,39.5
82,35,36,11,81,49.4,2.671,3.024,0.8343,17.1,43,48,251,81.1,29.6707,31.6707,0.727,0.224,0.75,0.75,0.382,0.447,4857,2404,2453,49.5,9,0.905,Vancouver Canucks,20182019,regular,27.000337,28.6619835,high,11,40.5
82,35,37,10,80,48.8,2.39,3.024,0.8831,17,36,55,212,79.7,27.6951,33.2317,0.59,0.279,0.68,0.769,0.44,0.426,4663,2394,2269,51.3,8.6,0.909,Anaheim Ducks,20182019,regular,25.3133214,30.2076153,low,10,40
82,43,32,7,93,56.7,2.549,2.439,1.0149,21,45,41,214,82.8,30.7195,31.5976,0.744,0.282,0.81,0.909,0.528,0.522,4875,2529,2346,51.9,8.3,0.923,Dallas Stars,20182019,regular,28.1697815,29.1645848,high,7,46.5
82,31,42,9,71,43.3,2.427,3.159,0.8246,15.8,35,54,221,76.5,28.7561,31.439,0.7,0.192,0.867,0.833,0.375,0.375,4776,2410,2366,50.5,8.4,0.9,Los Angeles Kings,20182019,regular,26.3405876,28.2951,high,9,35.5
82,46,27,9,101,61.6,3.524,3.146,1.0376,23.6,57,45,241,80.8,33.0244,28.3293,0.705,0.395,0.813,0.872,0.582,0.542,4722,2376,2346,50.3,10.7,0.889,San Jose Sharks,20182019,regular,29.4907892,25.1847477,high,9,50.5
82,47,31,4,98,59.8,3.122,2.817,1.1,15.4,34,30,221,85,31.6098,29.4878,0.786,0.35,0.879,0.941,0.549,0.63,4844,2434,2410,50.2,9.9,0.904,Columbus Blue Jackets,20182019,regular,28.4804298,26.6569712,high,4,49
82,37,36,9,83,50.6,2.561,2.841,0.9038,20.3,49,44,241,81.7,31.3049,29.5,0.69,0.321,0.773,0.815,0.438,0.485,4869,2404,2465,49.4,8.2,0.904,Minnesota Wild,20182019,regular,28.7378982,26.668,high,9,41.5
82,47,30,5,99,60.4,3.293,2.963,1.0307,24.8,62,52,250,79.2,31.1829,33.4268,0.69,0.45,0.733,0.743,0.621,0.549,4860,2464,2396,50.7,10.6,0.911,Winnipeg Jets,20182019,regular,27.8775126,30.4518148,high,5,49.5
82,39,35,8,86,52.4,2.549,2.683,0.8408,16.3,42,34,258,85,30.7439,30.8171,0.617,0.286,0.714,0.935,0.425,0.537,4818,2307,2511,47.9,8.3,0.913,Arizona Coyotes,20182019,regular,28.1921563,28.1360123,high,8,43
82,43,32,7,93,56.7,3,2.78,1.0741,16.8,39,44,232,80.9,34.3171,29.2561,0.643,0.4,0.69,0.903,0.585,0.423,4923,2481,2442,50.4,8.7,0.905,Vegas Golden Knights,20182019,regular,31.3315123,26.4767705,high,7,46.5
