,goalsPerGame,goalsAgainstPerGame,powerPlayPercentage,penaltyKillPercentage,shotsPerGame,shotsAllowed,shootingPctg,savePctg,savesPerGame,failedShotsPerGame,ties,winScoreFirstGreater61_high,aboveMeanAdjWins
229,2.939,2.927,18.4,80.1,30.0732,27.0854,9.8,89.2,24.1601768,27.1260264,11,0,-1.6875
230,3.976,2.927,21.3,83.8,32.2439,28.9024,12.3,89.9,25.9832576,28.277900299999995,10,1,10.8125
231,2.927,3.707,15.9,80.8,29.9878,30.4024,9.8,87.8,26.6933072,27.0489956,8,0,-7.1875
232,3.39,3.39,16.8,81.3,30.1463,30.1585,11.2,88.8,26.780748,26.7699144,15,0,-1.6875
233,2.854,3.012,14.1,80.8,28.7073,32.1829,9.9,90.60000000000001,29.157707399999996,25.865277300000002,8,1,-2.1875
234,2.768,3.415,15.1,80.4,30.1463,30.8049,9.2,88.9,27.3855561,27.3728404,14,0,-8.1875
235,3.122,3.683,18.0,81.1,31.378,35.4268,9.9,89.60000000000001,31.7424128,28.271578,18,0,-8.1875
236,3.073,4.354,16.1,76.6,26.1341,33.122,11.8,86.9,28.783018,23.0502762,7,0,-17.6875
237,2.817,2.22,13.9,88.1,31.622,26.3415,8.9,91.60000000000001,24.128814000000002,28.807642,14,1,10.875
238,2.927,3.049,13.9,83.4,26.6829,30.2561,11.0,89.9,27.2002339,23.747781,12,0,-6.125
239,3.146,2.817,21.9,79.9,30.8293,31.561,10.2,91.10000000000001,28.752071,27.6847114,10,1,1.875
240,3.341,2.646,14.6,85.7,32.2439,25.6951,10.4,89.7,23.048504700000002,28.890534399999996,13,1,10.375
241,3.476,3.415,21.8,81.1,29.439,34.2927,11.8,90.0,30.863430000000005,25.965198,8,1,0.875
242,2.854,3.659,14.8,81.8,29.5976,29.6463,9.6,87.7,25.9998051,26.7562304,9,0,-10.625
243,2.89,2.537,13.2,83.8,25.4878,33.2683,11.3,92.4,30.739909200000003,22.6076786,12,1,4.875
244,3.037,3.366,15.7,79.5,30.1707,33.9024,10.1,90.10000000000001,30.5460624,27.1234593,15,0,-2.625
245,2.756,2.854,16.7,81.9,29.2317,25.8171,9.4,88.9,22.9514019,26.4839202,15,0,-2.625
246,2.805,3.329,15.5,82.0,29.2805,34.4268,9.6,90.3,31.0874004,26.469572,8,0,-7.125
247,2.695,2.451,14.2,85.5,29.1098,28.7805,9.3,91.5,26.3341575,26.4025886,19,1,3.375
248,2.646,3.012,13.8,84.8,31.3902,28.8415,8.4,89.60000000000001,25.841984,28.7534232,10,0,-4.125
249,2.61,2.817,15.8,84.8,28.9024,26.378,9.0,89.3,23.555554,26.301184,9,1,-3.625
250,2.72,2.561,14.8,84.2,30.378,29.4512,9.0,91.3,26.8889456,27.643980000000003,13,0,-0.625
251,3.085,2.402,17.9,86.7,33.2439,25.3049,9.3,90.5,22.9009345,30.152217299999997,18,1,5.875
252,2.878,2.915,15.3,83.4,29.4512,27.378,9.8,89.4,24.475932,26.5649824,11,0,0.375
253,2.61,2.915,16.9,83.2,31.3537,28.5,8.3,89.8,25.593,28.7513429,9,0,-4.625
254,3.378,2.5,20.6,87.6,31.9512,30.2073,10.6,91.7,27.7000941,28.5643728,9,1,12.375
255,3.073,3.012,18.0,82.5,30.7439,31.1707,10.0,90.3,28.1471421,27.66951,9,1,-0.625
256,3.134,3.329,16.8,80.8,28.061,30.2073,11.2,89.0,26.884497,24.918168,7,1,-2.625
257,2.988,2.841,16.8,81.5,28.4268,32.7805,10.5,91.3,29.928596500000005,25.441986,13,0,1.375
258,3.073,2.415,14.7,83.4,29.7439,25.3415,10.3,90.5,22.9340575,26.6802783,8,1,10.875
259,2.61,3.268,13.6,87.2,29.0122,33.8902,9.0,90.4,30.636740800000002,26.401102,11,0,-7.625
260,2.573,3.39,14.3,83.9,28.7805,29.2439,8.9,88.4,25.8516076,26.2190355,8,0,-10.125
261,2.744,2.024,18.9,86.7,29.2805,23.6951,9.4,91.5,21.681016500000002,26.528133,11,1,12.5
262,2.585,2.744,16.7,85.9,25.8415,28.7561,10.0,90.5,26.0242705,23.25735,11,0,-5.5
263,2.402,2.817,17.7,85.4,25.3049,28.0366,9.5,90.0,25.23294,22.9009345,18,0,-7.0
264,2.951,2.354,17.8,86.7,28.6829,25.4146,10.3,90.7,23.0510422,25.7285613,11,1,6.5
265,2.78,2.293,16.5,86.4,26.5366,26.8537,10.5,91.5,24.5711355,23.750257,18,1,8.0
266,2.695,2.366,17.3,84.6,27.1951,26.3537,9.9,91.0,23.981867,24.5027851,13,1,4.5
267,2.573,2.28,12.9,84.3,26.4878,31.2195,9.7,92.7,28.940476500000003,23.9184834,17,1,3.5
268,2.866,2.537,18.3,84.5,27.7683,26.0366,10.3,90.3,23.511049800000002,24.9081651,13,1,2.5
269,2.354,2.439,12.8,84.5,29.2805,24.8659,8.0,90.2,22.4290418,26.93806,15,1,0.5
270,2.366,2.89,11.4,86.6,27.7073,28.6829,8.5,89.9,25.785927100000002,25.352179500000002,9,0,-6.5
271,2.439,2.671,13.2,85.2,26.5488,27.6341,9.2,90.3,24.9535923,24.1063104,8,0,-4.0
272,2.476,3.122,13.4,79.7,27.7805,28.8049,8.9,89.2,25.6939708,25.308035500000003,15,0,-9.5
273,1.841,3.28,9.3,82.4,25.6098,28.9878,7.2,88.7,25.7121786,23.765894399999997,10,0,-19.0
274,2.671,2.463,15.7,89.2,27.1341,27.9512,9.8,91.2,25.4914944,24.4749582,12,0,5.0
275,2.341,2.427,12.9,84.8,27.7805,26.7195,8.4,90.9,24.2880255,25.446938,13,0,-4.5
276,3.049,2.39,17.6,86.4,30.8659,25.8293,9.9,90.7,23.4271751,27.8101759,15,1,10.5
277,3.122,2.488,16.9,86.7,26.8659,24.1341,11.6,89.7,21.6482877,23.7494556,8,1,8.0
278,2.646,3.073,12.1,84.0,27.6829,27.7561,9.6,88.9,24.6751729,25.0253416,15,0,-7.5
279,2.817,2.5,17.4,87.0,27.9268,29.5122,10.1,91.5,27.003663,25.1061932,17,1,6.5
280,2.622,2.732,15.9,83.7,28.6707,28.2073,9.1,90.3,25.4711919,26.061666300000002,10,0,-1.0
281,2.732,3.329,12.8,82.2,25.5122,30.2317,10.7,89.0,26.906213,22.7823946,14,0,-9.0
282,2.5,3.183,11.7,81.8,26.6341,30.3902,9.4,89.5,27.199229,24.130494600000002,13,0,-8.5
283,2.951,2.037,20.0,88.0,26.8293,22.8049,11.0,91.10000000000001,20.775263900000002,23.878077,11,1,13.5
284,2.768,2.744,14.2,84.2,26.8293,30.2561,10.3,90.9,27.5027949,24.0658821,11,1,2.5
285,2.561,2.634,13.5,85.2,26.4512,24.6341,9.7,89.3,21.9982513,23.8854336,10,1,-2.0
286,3.024,2.39,19.7,85.5,31.2805,24.7073,9.7,90.3,22.310691900000002,28.2462915,11,1,11.653846153846153
287,2.366,2.976,15.8,83.5,26.3049,28.4268,9.0,89.5,25.441986,23.937459,10,0,-11.846153846153847
288,2.646,2.768,20.4,85.7,25.4268,30.1951,10.4,90.8,27.4171508,22.7824128,11,0,-2.3461538461538467
289,2.817,2.39,16.8,84.1,29.8902,22.8902,9.4,89.60000000000001,20.5096192,27.0805212,19,0,5.653846153846153
290,2.951,2.744,17.9,81.5,25.4756,25.9634,11.6,89.4,23.2112796,22.5204304,14,1,4.153846153846153
291,2.61,2.207,17.7,89.2,27.5854,27.1463,9.5,91.9,24.9474497,24.964787,13,1,4.653846153846153
292,2.524,2.134,13.5,86.2,26.2195,30.0122,9.6,92.9,27.8813338,23.702428,17,1,4.653846153846153
293,2.244,2.549,14.5,87.2,27.6707,26.9146,8.1,90.5,24.357713,25.4293733,11,1,-3.3461538461538467
294,2.915,2.183,14.9,86.1,30.5244,25.2195,9.5,91.3,23.0254035,27.624582,15,1,10.653846153846153
295,3.268,2.817,14.4,80.3,28.2683,28.7683,11.6,90.2,25.9490066,24.9891772,7,1,7.653846153846153
296,2.561,2.463,11.0,85.3,26.122,29.2561,9.8,91.60000000000001,26.7985876,23.562044,18,1,2.1538461538461533
297,2.561,2.78,13.4,81.9,28.1341,28.7195,9.1,90.3,25.9337085,25.5738969,18,0,-1.8461538461538467
298,2.183,3.561,13.9,82.4,25.9756,32.1098,8.4,88.9,28.5456122,23.793649600000002,9,0,-17.346153846153847
299,2.439,2.659,17.3,84.4,28.9878,26.1341,8.4,89.8,23.4684218,26.5528248,6,1,-6.846153846153847
300,2.463,3.024,14.9,80.2,26.1585,29.3171,9.4,89.7,26.2974387,23.699601,12,0,-5.846153846153847
301,2.988,2.463,16.1,87.3,31.9756,27.0122,9.3,90.9,24.5540898,29.0018692,7,1,5.653846153846153
302,2.317,3.183,12.3,79.0,27.061,33.0366,8.6,90.4,29.8650864,24.733754,7,1,-9.346153846153847
303,2.89,2.549,20.3,87.9,30.1098,22.7805,9.6,88.8,20.229084,27.2192592,13,1,2.6538461538461533
304,2.573,2.854,14.3,79.8,28.5854,29.4512,9.0,90.3,26.594433600000002,26.012714000000003,12,0,-4.846153846153847
305,2.915,2.5,18.9,83.7,28.0366,27.8049,10.4,91.0,25.302459000000002,25.1207936,10,1,8.153846153846153
306,2.805,2.756,14.4,82.1,29.2195,27.1098,9.6,89.8,24.3446004,26.414428,12,1,-1.8461538461538467
307,2.341,3.146,15.9,82.9,23.7195,29.4146,9.9,89.3,26.2672378,21.3712695,12,0,-11.846153846153847
308,2.622,2.512,22.0,84.5,28.4268,31.6585,9.2,92.10000000000001,29.1574785,25.8115344,13,1,0.6538461538461533
309,2.878,2.049,18.8,86.5,27.6341,23.9634,10.4,91.5,21.926511,24.7601536,12,1,16.153846153846153
310,2.305,2.707,13.2,85.8,28.2561,29.9512,8.2,91.0,27.255592,25.9390998,5,1,-6.346153846153847
311,2.39,2.329,13.3,85.0,26.1341,27.0366,9.1,91.4,24.711452400000002,23.7558969,18,0,-0.8461538461538467
312,3.061,2.476,20.1,87.5,33.1341,25.622,9.2,90.3,23.136666,30.085762799999998,13,1,7.634615384615387
313,2.366,3.354,14.1,80.0,26.1829,33.439,9.0,90.0,30.095100000000002,23.826439,10,0,-14.865384615384613
314,2.659,3.0,16.9,83.2,29.4634,29.8293,9.0,89.9,26.8165407,26.811694,15,0,-7.365384615384613
315,2.89,2.183,20.3,86.7,30.4268,23.6463,9.5,90.8,21.4708404,27.536254,15,1,8.634615384615387
316,2.939,2.878,15.6,82.5,26.061,28.7317,11.3,90.0,25.858530000000002,23.116107,14,0,0.1346153846153868
317,2.561,3.024,14.4,79.5,30.6829,27.7317,8.3,89.1,24.7089447,28.1362193,25,0,-7.365384615384613
318,2.598,2.488,10.5,85.0,27.1707,26.9268,9.6,90.8,24.4495344,24.5623128,15,0,-1.3653846153846132
319,2.39,2.366,16.7,86.8,26.0366,27.6098,9.2,91.4,25.2353572,23.6412328,13,0,-2.365384615384613
320,2.976,2.561,16.8,87.5,31.5122,25.1707,9.4,89.8,22.6032886,28.5500532,13,1,3.634615384615387
321,3.0,2.707,17.8,82.4,26.3537,29.0976,11.4,90.7,26.3915232,23.3493782,10,1,6.134615384615387
322,2.646,2.634,17.0,84.2,26.3537,26.1098,10.0,89.9,23.4727102,23.71833,10,1,-1.8653846153846132
323,2.976,2.549,17.2,85.5,26.8049,29.6463,11.1,91.4,27.0967182,23.8295561,12,0,5.134615384615387
324,2.488,3.78,14.0,80.7,25.4146,30.4146,9.8,87.6,26.6431896,22.923969200000002,16,0,-16.865384615384613
325,2.768,2.366,15.0,86.2,27.6707,27.6829,10.0,91.5,25.329853500000002,24.90363,14,1,7.134615384615387
326,2.951,2.988,16.0,83.7,25.6829,29.2317,11.5,89.8,26.2500666,22.7293665,12,0,-4.865384615384613
327,3.39,2.561,20.4,85.8,31.9512,26.4512,10.6,90.3,23.8854336,28.5643728,12,1,10.134615384615387
328,2.427,2.927,13.5,85.1,27.0122,30.4756,9.0,90.4,27.5499424,24.581102,14,0,-8.865384615384613
329,3.024,2.012,17.8,87.8,29.8171,22.122,10.1,90.9,20.108898,26.8055729,12,1,13.134615384615387
330,2.573,3.122,17.9,79.7,30.0976,29.0366,8.5,89.2,25.9006472,27.539304,15,0,-5.365384615384613
331,2.841,2.451,19.5,84.5,26.6829,27.8415,10.6,91.2,25.391448,23.8545126,12,1,4.134615384615387
332,2.756,2.585,15.8,85.4,28.1707,28.2683,9.8,90.9,25.6958847,25.4099714,24,0,0.1346153846153868
333,2.768,2.89,15.8,80.4,26.6707,27.9512,10.4,89.7,25.0722264,23.8969472,23,0,-2.365384615384613
334,2.646,2.768,16.6,79.0,28.6829,27.5488,9.2,90.0,24.79392,26.0440732,15,0,-2.365384615384613
335,2.573,2.244,15.7,89.2,25.5976,26.622,10.1,91.60000000000001,24.385752,23.0122424,16,1,7.134615384615387
336,2.988,2.78,16.9,82.3,29.5244,27.9268,10.1,90.0,25.13412,26.5424356,16,1,3.134615384615387
337,2.744,2.61,16.4,83.6,27.4146,28.7439,10.0,90.9,26.128205100000002,24.67314,17,1,-0.3653846153846132
338,3.598,2.378,22.9,84.7,31.5854,24.6829,11.4,90.4,22.3133416,27.9846644,15,1,12.07142857142857
339,2.256,3.268,13.2,82.2,27.5244,29.0,8.2,88.7,25.723,25.2673992,10,0,-17.42857142857143
340,3.049,3.537,17.9,78.5,28.5976,31.4024,10.7,88.7,27.853928800000002,25.5376568,6,1,-7.428571428571431
341,2.927,2.524,15.7,82.5,29.9024,26.1463,9.8,90.3,23.6101089,26.971964800000002,14,1,6.571428571428569
342,3.427,3.122,20.3,80.7,29.1951,29.2317,11.7,89.3,26.1039081,25.7792733,12,1,4.571428571428569
343,2.768,3.037,16.4,82.8,28.7683,26.7195,9.6,88.6,23.673477000000002,26.0065432,16,1,0.5714285714285694
344,2.659,2.244,16.1,88.0,26.878,26.7683,9.9,91.60000000000001,24.519762800000002,24.217078,6,1,5.571428571428569
345,2.512,2.829,16.1,82.2,26.1951,28.0122,9.6,89.9,25.1829678,23.6803704,14,1,-8.42857142857143
346,3.341,2.5,18.6,86.4,30.1951,27.2561,11.1,90.8,24.748538800000002,26.8434439,13,1,11.07142857142857
347,2.829,2.524,16.1,85.0,27.7561,27.3659,10.2,90.8,24.8482372,24.9249778,16,1,1.5714285714285694
348,2.585,2.744,18.9,87.2,27.0366,26.9024,9.6,89.8,24.1583552,24.4410864,12,1,0.5714285714285694
349,2.439,3.0,13.0,83.9,26.4634,31.2073,9.2,90.4,28.211399200000002,24.0287672,22,0,-10.42857142857143
350,2.451,3.415,12.5,82.9,24.561,31.1829,10.0,89.0,27.752781,22.1049,11,0,-13.92857142857143
351,2.841,2.573,21.2,84.1,28.6341,27.7195,9.9,90.7,25.141586500000003,25.7993241,14,1,4.571428571428569
352,2.561,3.0,12.9,83.9,26.3415,26.7073,9.7,88.8,23.7160824,23.7863745,13,0,-7.928571428571431
353,3.085,2.463,22.1,85.7,32.3171,27.0854,9.5,90.9,24.6206286,29.246975500000005,13,1,12.07142857142857
354,2.268,2.439,14.1,85.2,26.6098,28.622,8.5,91.5,26.189130000000002,24.347967,12,1,-3.4285714285714306
355,3.037,2.378,18.7,85.3,30.4146,23.5732,10.0,89.9,21.1923068,27.37314,17,1,8.07142857142857
356,2.402,2.878,14.9,79.9,27.1951,27.122,8.8,89.4,24.247068,24.801931200000002,19,0,-6.928571428571431
357,3.293,2.341,22.0,82.8,29.2073,25.1098,11.3,90.7,22.7745886,25.9068751,14,1,15.57142857142857
358,2.963,2.707,14.8,83.8,26.1585,26.0854,11.3,89.60000000000001,23.3725184,23.202589500000002,15,1,3.0714285714285694
359,2.915,2.902,17.1,80.9,29.6829,25.878,9.8,88.8,22.979664,26.773975800000002,18,0,1.5714285714285694
360,2.293,2.988,17.7,81.8,25.8902,29.4756,8.9,89.9,26.4985644,23.5859722,16,0,-10.42857142857143
361,2.939,2.28,19.6,86.2,25.6098,24.9146,11.5,90.8,22.622456800000002,22.664673,10,1,9.57142857142857
362,3.073,2.78,19.4,81.2,27.9024,26.3415,11.0,89.4,23.549301,24.833136,16,1,2.5714285714285694
363,2.646,2.341,14.0,86.2,27.6463,26.4512,9.6,91.10000000000001,24.0970432,24.992255200000002,15,1,4.071428571428569
364,2.317,2.841,14.7,80.7,25.3902,30.1829,9.1,90.60000000000001,27.345707400000002,23.0796918,15,0,-7.928571428571431
365,2.049,2.561,9.6,84.7,24.6341,28.1341,8.3,90.9,25.5738969,22.589469700000002,18,0,-9.42857142857143
366,2.5,2.28,16.9,83.8,29.8171,23.1707,8.4,90.2,20.899971400000002,27.3124636,13,1,4.071428571428569
367,2.915,2.683,16.2,85.8,28.2805,27.8659,10.3,90.4,25.1907736,25.3676085,12,1,4.571428571428569
368,2.768,3.146,14.7,79.9,29.1707,31.9268,9.5,90.10000000000001,28.7660468,26.399483500000002,8,1,-3.4285714285714306
369,2.854,2.341,13.0,86.3,29.7805,26.0854,9.6,91.0,23.737714,26.921572,13,1,5.071428571428569
370,2.415,3.037,14.0,83.8,27.0122,29.1951,8.9,89.60000000000001,26.1588096,24.6081142,13,0,-8.92857142857143
371,2.878,2.451,13.8,87.1,31.6585,25.0854,9.1,90.2,22.6270308,28.777576500000002,15,1,7.071428571428569
372,2.598,2.439,13.3,86.5,27.9878,25.8537,9.3,90.60000000000001,23.4234522,25.3849346,12,1,-2.4285714285714306
373,2.524,2.549,14.9,86.3,25.5122,31.6707,9.9,92.0,29.137044000000003,22.9864922,15,1,0.0714285714285694
374,2.963,2.537,16.6,84.4,30.1098,25.9268,9.8,90.2,23.3859736,27.1590396,16,1,3.5714285714285694
375,3.037,2.524,15.5,84.5,28.5244,24.9268,10.6,89.9,22.4091932,25.5008136,14,1,6.571428571428569
376,2.646,2.646,16.1,83.7,28.622,27.0,9.2,90.2,24.354,25.988776,21,0,2.0714285714285694
377,2.195,3.049,14.7,80.7,26.8902,32.5122,8.2,90.60000000000001,29.4560532,24.6852036,16,0,-13.42857142857143
378,2.171,2.671,14.7,85.3,26.5732,30.7683,8.2,91.3,28.0914579,24.394197600000002,15,0,-8.92857142857143
379,2.78,2.927,19.4,82.2,27.9634,28.7439,9.9,89.8,25.8120222,25.1950234,13,1,-0.9285714285714306
380,2.634,2.524,17.9,81.5,27.6951,25.3293,9.5,90.0,22.79637,25.0640655,14,1,4.571428571428569
381,3.061,2.28,20.3,86.0,30.9512,26.3293,9.9,91.3,24.0386509,27.8870312,14,1,14.57142857142857
382,2.39,2.805,14.2,85.9,24.622,28.2195,9.7,90.10000000000001,25.4257695,22.233666,13,0,-8.92857142857143
383,2.768,2.293,17.4,85.2,29.0244,22.5244,9.5,89.8,20.2269112,26.267082000000002,12,1,5.571428571428569
384,2.451,2.683,15.1,81.5,26.9146,27.3415,9.1,90.2,24.662033,24.465371400000002,15,0,-3.9285714285714306
385,2.585,2.061,18.0,87.0,27.4634,26.5488,9.4,92.2,24.4779936,24.8818404,9,1,6.071428571428569
386,2.5,2.22,15.3,85.6,27.5122,25.8537,9.1,91.4,23.630281800000002,25.0085898,16,1,2.5714285714285694
387,3.098,2.573,18.6,85.0,28.3659,25.3537,10.9,89.9,22.7929763,25.2740169,10,1,3.5714285714285694
388,2.134,2.415,11.5,86.1,26.122,27.4756,8.2,91.2,25.0577472,23.979996,11,0,-8.92857142857143
389,2.622,2.598,17.1,81.5,28.4756,26.0366,9.2,90.0,23.432940000000002,25.8558448,18,0,1.5714285714285694
390,2.61,2.317,20.7,86.6,25.7317,25.0122,10.1,90.7,22.6860654,23.1327983,15,1,4.071428571428569
391,3.024,2.427,15.7,85.8,27.1707,28.4756,11.1,91.5,26.055174,24.154752300000002,11,1,6.071428571428569
392,2.0,3.11,14.0,83.0,24.9512,30.1098,8.0,89.7,27.008490600000002,22.955104000000002,13,0,-14.92857142857143
393,2.378,2.902,14.8,82.9,23.8293,28.0122,10.0,89.60000000000001,25.0989312,21.44637,21,0,-6.928571428571431
394,2.634,2.024,11.9,87.9,31.7195,23.5732,8.3,91.4,21.545904800000002,29.0867815,16,1,10.017857142857146
395,2.732,2.817,15.1,83.5,29.5976,28.2683,9.2,90.0,25.44147,26.874620800000002,13,0,-2.482142857142854
396,2.561,2.817,16.2,81.2,30.061,29.5854,8.5,90.5,26.774787,27.505815000000002,14,0,-4.982142857142854
397,2.573,2.024,14.3,85.2,30.939,24.622,8.3,91.8,22.602996,28.371063,17,1,9.517857142857146
398,2.305,3.11,18.3,83.5,25.3537,30.9146,9.1,89.9,27.7922254,23.0465133,11,0,-11.482142857142854
399,2.988,2.89,18.1,82.7,32.1463,28.3171,9.3,89.8,25.4287558,29.1566941,15,1,-0.4821428571428541
400,2.317,2.671,14.4,85.4,28.5976,28.0122,8.1,90.5,25.351041000000002,26.2811944,18,0,-7.982142857142854
401,2.512,2.854,14.0,81.7,25.8415,32.6585,9.7,91.3,29.817210499999998,23.3348745,17,0,-5.482142857142854
402,3.207,2.22,21.2,84.9,29.7805,24.7927,10.8,91.0,22.561357,26.564206,9,1,12.517857142857146
403,2.878,2.537,17.6,86.8,26.2561,29.5488,11.0,91.4,27.007603200000002,23.367929,10,1,5.017857142857146
404,2.085,2.927,13.8,81.9,29.439,28.439,7.1,89.7,25.509783000000002,27.348831,17,0,-13.482142857142854
405,2.146,2.89,14.1,81.5,27.1829,33.2317,7.9,91.3,30.340542099999997,25.0354509,22,0,-8.982142857142854
406,2.671,2.561,17.9,82.6,29.2073,28.0244,9.1,90.9,25.4741796,26.5494357,21,0,2.517857142857146
407,2.732,2.683,17.2,81.2,27.1098,29.9268,10.1,91.0,27.233388,24.3717102,14,1,2.017857142857146
408,2.524,2.756,12.7,84.8,27.7927,28.5976,9.1,90.4,25.8522304,25.263564300000002,19,0,-4.482142857142854
409,3.28,2.476,23.8,85.4,29.7683,28.7927,11.0,91.4,26.3165278,26.493787,14,1,11.017857142857146
410,2.232,2.512,13.9,82.7,28.2439,27.4634,7.9,90.9,24.9642306,26.012631900000002,20,0,-6.982142857142854
411,3.085,2.707,20.5,81.8,28.061,24.9634,11.0,89.2,22.2673528,24.97429,17,0,5.517857142857146
412,2.268,2.78,12.1,83.3,28.5488,27.0976,7.9,89.7,24.3065472,26.2934448,17,0,-6.482142857142854
413,3.061,2.366,18.7,82.5,29.0976,28.3293,10.5,91.60000000000001,25.949638800000002,26.042352,21,1,8.517857142857146
414,2.817,2.805,14.5,82.6,27.9634,27.4146,10.1,89.8,24.6183108,25.139096600000002,20,0,2.017857142857146
415,3.22,2.537,20.8,84.1,29.122,26.6463,11.1,90.5,24.114901500000002,25.889458,14,0,8.017857142857146
416,2.476,2.354,16.1,87.4,27.3902,28.9878,9.0,91.9,26.6397882,24.925082,15,1,3.517857142857146
417,2.988,2.061,19.0,85.5,30.0732,25.2805,9.9,91.8,23.207499000000002,27.0959532,19,1,11.517857142857146
418,2.476,2.695,14.7,83.3,27.7073,26.1098,8.9,89.7,23.4204906,25.2413503,12,0,-4.982142857142854
419,2.61,2.915,18.1,81.0,28.0854,29.1707,9.3,90.0,26.25363,25.473457800000002,17,0,-7.482142857142854
420,2.598,3.207,17.3,85.3,26.1341,32.2073,9.9,90.0,28.986569999999997,23.546824100000002,11,0,-9.482142857142854
421,2.415,2.171,14.2,86.0,25.439,28.4756,9.5,92.4,26.311454400000002,23.022295,11,1,3.517857142857146
422,2.598,2.0,16.4,85.3,29.6707,24.4024,8.8,91.8,22.4014032,27.059678400000003,14,1,6.089285714285715
423,2.89,2.561,16.7,85.5,28.5488,27.3659,10.1,90.60000000000001,24.7935054,25.6653712,15,1,1.5892857142857153
424,2.512,3.049,14.3,79.4,29.4634,29.2195,8.5,89.60000000000001,26.180672,26.959011,15,0,-9.410714285714285
425,2.793,2.268,20.7,83.3,29.4024,25.5122,9.5,91.10000000000001,23.2416142,26.609172,21,1,6.589285714285715
426,2.317,3.695,18.1,77.2,24.7439,33.1707,9.4,88.9,29.488752299999998,22.4179734,12,0,-14.910714285714285
427,2.549,2.293,16.0,83.6,30.4878,27.8049,8.4,91.8,25.524898200000003,27.926824800000002,22,0,8.089285714285715
428,2.683,2.695,15.8,84.8,28.061,28.5366,9.6,90.60000000000001,25.8541596,25.367144,11,0,-1.4107142857142847
429,2.537,2.341,17.2,82.5,27.6829,28.5854,9.2,91.8,26.2413972,25.136073200000002,11,1,2.5892857142857153
430,3.195,2.305,21.6,83.6,29.5244,24.878,10.8,90.7,22.564346,26.3357648,16,1,7.089285714285715
431,2.951,2.488,20.1,83.4,27.4756,26.4268,10.7,90.60000000000001,23.9426808,24.5357108,13,1,7.589285714285715
432,2.098,2.549,10.7,81.6,29.1951,26.2195,7.2,90.3,23.6762085,27.0930528,20,0,-5.910714285714285
433,2.293,2.695,16.8,86.4,27.7195,34.4878,8.3,92.2,31.7977516,25.4187815,19,0,-6.410714285714285
434,2.988,2.341,16.2,84.9,30.0,25.4268,10.0,90.8,23.0875344,27.0,14,1,9.089285714285715
435,2.268,3.085,19.2,81.3,23.7317,31.5366,9.6,90.2,28.4460132,21.4534568,13,0,-14.410714285714285
436,2.293,3.159,15.8,83.5,29.2805,30.7439,7.8,89.7,27.5772783,26.996621,19,0,-14.410714285714285
437,3.11,2.305,20.1,86.8,30.2927,26.2317,10.3,91.2,23.923310400000002,27.172551900000002,13,1,10.589285714285715
438,2.634,2.646,16.9,81.8,27.1585,28.4756,9.7,90.7,25.8273692,24.5241255,15,0,1.5892857142857153
439,2.329,2.415,17.9,84.5,27.1098,25.6463,8.6,90.60000000000001,23.2355478,24.778357200000002,13,1,1.5892857142857153
440,2.439,2.146,15.1,84.7,27.4146,25.4878,8.9,91.60000000000001,23.3468248,24.974700600000002,10,1,3.0892857142857153
441,2.878,2.415,20.4,83.8,29.4024,28.3537,9.8,91.5,25.9436355,26.5209648,20,0,6.089285714285715
442,2.695,2.537,13.0,81.1,28.439,26.5244,9.5,90.4,23.9780576,25.737295,17,1,0.5892857142857153
443,2.866,2.366,15.0,86.0,29.0122,26.622,9.9,91.10000000000001,24.252642,26.139992200000002,15,1,6.589285714285715
444,2.244,2.598,18.1,84.7,29.7317,29.7927,7.5,91.3,27.2007351,27.501822500000003,18,0,-5.910714285714285
445,2.366,2.134,15.8,85.8,26.7805,23.1951,8.8,90.8,21.0611508,24.423816000000002,15,1,4.589285714285715
446,2.5,2.646,14.0,80.7,28.6463,26.9878,8.7,90.2,24.342995600000002,26.1540719,25,0,-3.4107142857142847
447,2.671,2.232,16.6,85.3,28.0488,28.939,9.5,92.30000000000001,26.710697,25.384164000000002,18,1,8.089285714285715
448,2.159,2.902,14.5,85.2,27.8049,31.9878,7.8,90.9,29.0769102,25.6361178,12,0,-12.910714285714285
449,2.293,2.232,13.6,84.5,24.1707,29.061,9.5,92.30000000000001,26.823303000000003,21.8744835,23,0,-2.4107142857142847
450,2.841,2.744,17.8,81.9,29.2073,29.3049,9.7,90.60000000000001,26.550239400000002,26.3741919,9,1,4.607142857142854
451,2.695,3.354,16.9,79.2,30.2561,31.0854,8.9,89.2,27.7281768,27.5633071,6,1,-6.892857142857146
452,3.049,2.573,18.9,83.7,29.8537,28.7561,10.2,91.10000000000001,26.1968071,26.8086226,12,1,4.107142857142854
453,3.207,3.085,18.0,79.1,31.122,28.9268,10.3,89.3,25.8316324,27.916434,11,1,4.607142857142854
454,2.963,3.78,19.0,78.8,28.0122,33.2073,10.6,88.6,29.421667799999998,25.0429068,14,0,-16.892857142857146
455,2.78,3.146,14.8,83.7,30.622,32.1098,9.1,90.2,28.963039600000002,27.835398,16,0,-8.892857142857146
456,3.366,2.854,21.2,86.6,30.6098,30.5122,11.0,90.60000000000001,27.644053200000002,27.242722,6,1,9.107142857142854
457,2.939,2.976,19.2,81.1,30.122,30.5732,9.8,90.3,27.6075996,27.170044,9,1,0.6071428571428541
