,goalsPerGame,goalsAgainstPerGame,powerPlayPercentage,penaltyKillPercentage,shotsPerGame,shotsAllowed,shootingPctg,savePctg,savesPerGame,failedShotsPerGame,ties,winScoreFirstGreater61_high,aboveMeanAdjWins
458,3.805,2.5,20.8,84.7,34.2805,28.5854,11.1,91.3,26.0984702,30.475364500000005,9,1,10.607142857142854
459,3.098,3.207,21.4,80.0,28.3293,30.5976,10.9,89.5,27.384852000000002,25.2414063,8,1,-0.8928571428571459
460,3.488,3.146,17.9,81.8,31.1341,30.4512,11.2,89.7,27.3147264,27.6470808,8,1,10.107142857142854
461,2.878,3.073,15.3,82.3,33.2195,34.7927,8.7,91.2,31.730942400000004,30.329403499999998,11,0,-3.392857142857146
462,3.0,3.122,16.7,81.5,31.6341,27.561,9.5,88.7,24.446607,28.628860500000002,6,1,0.1071428571428541
463,2.805,3.659,14.7,78.9,29.8171,35.122,9.4,89.60000000000001,31.469312000000002,27.0142926,12,0,-10.892857142857146
464,2.549,3.402,12.2,83.9,30.2439,29.4756,8.4,88.5,26.085906,27.7034124,13,0,-13.392857142857146
465,3.671,2.512,22.1,85.5,34.0976,26.5854,10.8,90.60000000000001,24.086372400000002,30.4150592,8,1,16.107142857142854
466,3.085,2.732,18.4,84.6,29.0244,32.4634,10.6,91.60000000000001,29.736474400000002,25.9478136,8,0,7.107142857142854
467,2.354,3.463,14.7,82.2,28.4756,30.6098,8.3,88.7,27.1508926,26.1121252,15,0,-17.392857142857146
468,2.634,2.354,18.2,84.2,28.0366,27.5732,9.4,91.5,25.229478,25.4011596,11,1,5.607142857142854
469,3.415,3.061,18.8,84.6,30.0488,29.4512,11.4,89.60000000000001,26.3882752,26.6232368,9,1,1.607142857142854
470,3.037,2.951,18.1,84.1,29.7805,25.5488,10.2,88.4,22.5851392,26.742889,13,1,1.607142857142854
471,3.073,3.061,18.2,81.8,28.7561,30.0732,10.7,89.8,27.0057336,25.679197300000002,8,1,0.1071428571428541
472,3.061,2.707,18.1,83.5,31.5244,29.6463,9.7,90.9,26.9484867,28.4665332,12,1,3.107142857142854
473,3.085,2.646,17.7,83.7,28.4878,25.5976,10.8,89.7,22.9610472,25.4111176,6,1,10.107142857142854
474,2.963,3.28,14.2,78.7,29.1951,29.9878,10.2,89.1,26.7191298,26.2171998,5,1,-1.392857142857146
475,3.232,2.866,18.2,80.7,30.2805,26.5854,10.7,89.2,23.7141768,27.0404865,11,1,3.607142857142854
476,2.622,3.366,14.2,81.8,27.439,33.6829,9.6,90.0,30.31461,24.804856,4,0,-8.892857142857146
477,2.756,2.585,17.0,87.4,26.7561,30.0,10.3,91.4,27.42,24.0002217,8,1,-3.892857142857146
478,2.512,2.354,17.7,85.2,28.7073,28.439,8.8,91.7,26.078563000000003,26.181057600000003,9,1,7.482142857142854
479,2.927,2.866,18.1,81.8,29.9878,32.5854,9.8,91.2,29.7178848,27.0489956,12,1,-0.017857142857145902
480,2.841,2.573,18.5,83.8,31.5366,28.4024,9.0,90.9,25.8177816,28.698306000000002,10,1,0.9821428571428541
481,2.598,3.622,14.1,84.5,28.7927,32.5976,9.0,88.9,28.9792664,26.201357,12,0,-18.017857142857146
482,3.256,2.927,20.3,82.1,28.8537,30.8537,11.3,90.5,27.9225985,25.5932319,11,1,6.482142857142854
483,2.561,3.476,17.2,81.7,28.9024,33.5122,8.9,89.60000000000001,30.0269312,26.330086400000003,6,0,-8.017857142857146
484,3.634,2.902,17.4,81.3,29.4756,31.0,12.3,90.60000000000001,28.086000000000002,25.8501012,7,1,10.482142857142854
485,2.915,3.061,22.8,83.5,29.5854,32.7439,9.9,90.7,29.6987173,26.6564454,6,1,-1.017857142857146
486,3.488,2.634,17.9,84.5,32.3293,30.2317,10.8,91.3,27.6015421,28.837735600000002,9,1,6.482142857142854
487,3.098,3.195,17.7,78.5,32.6951,28.4146,9.5,88.8,25.2321648,29.589065499999997,11,1,-0.5178571428571459
488,2.939,3.024,15.0,84.6,31.2073,28.4878,9.4,89.4,25.468093200000002,28.2738138,8,1,-2.017857142857146
489,2.988,3.037,18.1,82.4,33.2927,29.2927,9.0,89.60000000000001,26.2462592,30.296357000000004,16,1,-3.017857142857146
490,2.963,3.159,18.4,78.4,29.4878,27.2439,10.0,88.4,24.0836076,26.53902,5,1,0.4821428571428541
491,2.854,3.354,16.4,80.2,27.9878,33.3415,10.2,89.9,29.974008500000004,25.1330444,14,0,-11.017857142857146
492,2.378,3.061,11.8,82.6,26.8415,29.3659,8.9,89.60000000000001,26.3118464,24.4526065,9,0,-10.517857142857146
493,3.073,2.329,17.1,84.6,33.7927,24.6341,9.1,90.5,22.2938605,30.717564300000003,13,1,10.482142857142854
494,3.244,2.524,17.4,85.8,27.5732,31.2317,11.8,91.9,28.701932300000003,24.3195624,8,1,8.982142857142854
495,2.537,3.024,12.1,80.0,26.8537,28.8902,9.4,89.5,25.856729,24.329452200000002,13,0,-5.517857142857146
496,3.11,2.695,18.2,80.4,27.3415,30.5122,11.4,91.2,27.8271264,24.224569,10,1,1.982142857142854
497,3.256,3.012,21.1,80.2,31.7439,29.0,10.3,89.60000000000001,25.984,28.4742783,7,1,1.482142857142854
498,2.341,2.988,14.2,84.5,26.7439,29.7439,8.8,90.0,26.76951,24.3904368,7,0,-10.517857142857146
499,2.646,2.402,17.2,86.9,29.3293,29.2439,9.0,91.8,26.845900200000003,26.689663,7,1,6.482142857142854
500,3.098,2.415,22.4,85.1,31.4878,27.4146,9.8,91.2,25.002115200000002,28.4019956,14,1,8.982142857142854
501,2.646,2.354,18.5,84.3,28.0,25.4024,9.5,90.7,23.0399768,25.34,7,1,7.482142857142854
502,2.72,3.378,18.3,77.9,31.0,29.7561,8.8,88.6,26.3639046,28.272000000000002,14,0,-12.017857142857146
503,3.122,2.402,22.4,83.3,28.6098,26.2073,10.9,90.8,23.7962284,25.4913318,5,1,7.482142857142854
504,2.39,2.976,14.8,81.2,27.7195,28.5976,8.6,89.60000000000001,25.6234496,25.335623000000002,7,1,-9.517857142857146
505,2.744,2.244,18.9,86.0,29.6463,28.7927,9.3,92.2,26.546869400000002,26.8891941,8,1,5.982142857142854
506,2.415,2.354,15.6,82.8,28.8049,27.5244,8.4,91.4,25.1573016,26.3852884,7,1,3.5535714285714306
507,2.305,2.927,14.6,81.9,29.6951,30.3415,7.8,90.4,27.428716,27.3788822,9,1,-6.446428571428569
508,2.5,2.317,16.5,84.5,31.4512,25.9024,7.9,91.10000000000001,23.597086400000002,28.966555200000002,13,1,2.5535714285714306
509,2.988,2.768,21.8,83.2,28.7683,31.8171,10.4,91.3,29.0490123,25.7763968,11,1,1.5535714285714306
510,2.927,2.585,20.4,81.0,27.6707,30.7683,10.6,91.60000000000001,28.1837628,24.7376058,8,1,5.053571428571431
511,2.512,2.622,17.6,78.6,28.5244,30.4634,8.8,91.4,27.8435476,26.0142528,12,1,1.0535714285714306
512,3.061,2.841,18.0,83.2,30.2195,28.3659,10.1,90.0,25.52931,27.167330500000002,12,1,-0.9464285714285694
513,3.134,2.634,24.1,82.5,29.061,31.5732,10.8,91.7,28.9526244,25.922412,10,1,6.053571428571431
514,3.146,2.951,18.3,81.0,30.1341,29.9512,10.4,90.10000000000001,26.9860312,27.0001536,8,1,1.0535714285714306
515,2.78,3.122,17.8,78.1,31.0,29.3049,9.0,89.3,26.1692757,28.21,11,0,-4.446428571428569
516,3.049,3.0,18.8,78.9,32.5488,28.878,9.4,89.60000000000001,25.874688,29.4892128,6,1,0.0535714285714306
517,2.573,2.683,19.2,82.3,31.0854,33.5732,8.3,92.0,30.887344000000002,28.5053118,9,1,-3.4464285714285694
518,2.695,3.244,19.3,82.0,28.7073,28.1951,9.4,88.5,24.9526635,26.008813800000002,9,0,-10.44642857142857
519,2.902,2.768,18.8,80.5,30.9512,27.5488,9.4,90.0,24.79392,28.0417872,8,1,1.0535714285714306
520,2.854,2.817,15.9,82.1,28.0244,28.6098,10.2,90.2,25.806039600000002,25.1659112,8,1,-1.9464285714285694
521,3.073,2.183,20.7,84.0,34.3902,23.5366,8.9,90.7,21.3476962,31.3294722,7,1,11.55357142857143
522,2.768,2.732,14.8,85.4,29.5732,29.7561,9.4,90.8,27.0185388,26.7933192,9,1,-0.4464285714285694
523,2.463,2.829,14.1,84.4,26.1098,27.4268,9.4,89.7,24.6018396,23.6554788,13,0,-6.446428571428569
524,2.756,2.732,16.8,81.5,28.2439,28.4756,9.8,90.4,25.7419424,25.475997800000002,10,1,1.0535714285714306
525,2.732,2.634,14.6,81.4,28.6463,27.2805,9.5,90.3,24.6342915,25.9249015,7,1,1.5535714285714306
526,2.683,3.012,16.6,84.7,26.2927,31.378,10.2,90.4,28.365712000000002,23.6108446,6,1,-1.9464285714285694
527,2.524,2.512,17.1,82.6,27.4634,28.8659,9.2,91.3,26.3545667,24.936767200000002,10,1,-1.9464285714285694
528,2.402,2.244,16.6,83.1,27.3293,28.0488,8.8,92.0,25.804896,24.924321600000003,8,1,5.053571428571431
529,2.89,2.488,18.1,85.6,26.6707,26.061,10.8,90.5,23.585205000000002,23.7902644,7,1,2.5535714285714306
530,2.756,3.207,17.4,78.0,28.6463,32.0122,9.6,90.0,28.81098,25.896255200000002,7,0,-10.44642857142857
531,2.634,2.28,18.7,85.8,29.6098,24.1585,8.9,90.60000000000001,21.887601,26.9745278,10,1,8.05357142857143
532,2.317,2.561,14.9,83.3,29.0366,27.4268,8.0,90.7,24.8761076,26.713672000000003,12,1,-5.946428571428569
533,2.683,2.561,18.9,85.2,27.0488,30.1098,9.9,91.5,27.550467,24.3709688,10,1,3.0535714285714306
534,2.902,2.524,18.9,79.9,32.9024,29.4512,8.8,91.4,26.9183968,30.006988800000002,4,1,6.803571428571431
535,2.415,3.341,16.9,79.8,28.9268,33.5488,8.3,90.0,30.193920000000002,26.525875600000003,9,0,-15.69642857142857
536,2.439,2.585,13.9,87.8,32.4146,29.6707,7.5,91.3,27.0893491,29.983505,9,1,1.3035714285714306
537,3.171,2.829,22.5,83.0,29.7683,32.5366,10.7,91.3,29.7059158,26.5830919,11,1,3.3035714285714306
538,3.146,2.841,17.2,82.7,29.0366,30.2927,10.8,90.60000000000001,27.445186200000002,25.9006472,9,1,3.3035714285714306
539,3.293,2.317,23.6,82.3,30.2683,30.7927,10.9,92.5,28.4832475,26.9690553,10,1,11.80357142857143
540,2.951,2.793,20.9,81.8,30.5488,31.4024,9.7,91.10000000000001,28.607586400000002,27.5855664,9,1,-0.6964285714285694
541,2.951,2.927,19.2,82.4,30.0122,31.7073,9.8,90.8,28.7902284,27.0710044,11,1,0.3035714285714306
542,2.598,2.817,19.5,81.5,29.3293,28.5,8.9,90.10000000000001,25.6785,26.7189923,11,0,-4.696428571428569
543,2.976,3.488,18.8,74.7,31.7439,30.2561,9.4,88.5,26.7766485,28.7599734,13,0,-5.696428571428569
544,2.878,2.695,18.7,80.4,32.622,29.5,8.8,90.9,26.8155,29.751264000000003,7,1,2.3035714285714306
545,2.817,2.72,16.6,82.6,29.4146,34.6707,9.6,92.2,31.966385399999997,26.5907984,11,1,0.3035714285714306
546,2.524,3.28,17.8,78.0,28.5122,32.939,8.9,90.0,29.6451,25.9746142,18,0,-13.19642857142857
547,3.268,2.927,25.2,80.6,33.5122,29.4878,9.8,90.10000000000001,26.5685078,30.2280044,8,1,7.803571428571431
548,3.171,2.549,19.3,80.6,32.7195,28.5854,9.7,91.10000000000001,26.0412994,29.545708499999996,12,1,5.803571428571431
549,3.524,2.927,25.5,78.3,36.1585,27.7317,9.7,89.4,24.7921398,32.6511255,10,1,9.80357142857143
550,2.524,2.78,15.7,82.5,28.9634,29.4024,8.7,90.5,26.609172,26.4435842,8,1,-2.1964285714285694
551,2.768,2.768,20.5,83.8,27.6951,28.5488,10.0,90.3,25.7795664,24.92559,10,1,-0.1964285714285694
552,3.061,3.0,17.0,83.4,32.2317,29.7683,9.5,89.9,26.7617017,29.169688499999996,6,1,2.8035714285714306
553,2.317,3.085,15.7,79.9,28.7683,28.9756,8.1,89.4,25.9041864,26.4380677,5,0,-11.69642857142857
554,2.78,2.976,16.9,77.5,28.0854,32.5366,9.9,90.9,29.575769400000002,25.3049454,9,1,-3.6964285714285694
555,2.963,2.598,18.8,81.4,28.4756,29.1707,10.4,91.10000000000001,26.5745077,25.5141376,10,1,3.8035714285714306
556,2.902,2.866,23.6,79.7,30.2561,30.4756,9.6,90.60000000000001,27.6108936,27.3515144,7,1,-0.6964285714285694
557,2.732,3.061,15.4,78.6,28.9024,28.0976,9.5,89.1,25.0349616,26.156672,11,0,-4.696428571428569
558,2.463,2.756,19.2,82.9,29.061,28.061,8.5,90.2,25.311022,26.590815000000003,11,1,-6.696428571428569
559,3.061,2.427,24.2,83.3,33.1707,27.1707,9.2,91.10000000000001,24.752507700000002,30.118995599999998,11,1,12.30357142857143
560,2.683,2.72,12.7,82.1,28.9024,27.8171,9.3,90.2,25.0910242,26.2144768,10,1,-0.1964285714285694
561,2.61,2.402,20.1,87.6,27.5244,30.7073,9.5,92.2,28.3121306,24.909582,9,1,-1.6964285714285694
562,2.634,2.268,18.7,82.8,29.9878,26.9878,8.8,91.60000000000001,24.720824800000003,27.3488736,7,1,5.589285714285715
563,2.61,3.146,16.0,76.3,30.4024,31.939,8.6,90.10000000000001,28.777039000000002,27.7877936,11,1,-6.410714285714285
564,2.671,2.61,18.3,84.3,29.5732,29.878,9.0,91.3,27.278614,26.911612,11,1,-2.4107142857142847
565,2.829,2.707,21.4,83.0,31.5732,28.6098,9.0,90.5,25.891869,28.731612000000002,6,1,-1.9107142857142847
566,3.037,2.866,17.2,84.1,32.7805,28.6585,9.3,90.0,25.792650000000002,29.731913500000005,7,1,4.589285714285715
567,2.39,2.329,16.6,86.4,31.6951,29.8171,7.5,92.2,27.4913662,29.3179675,13,1,-0.4107142857142847
568,2.817,2.451,17.6,86.6,31.561,31.378,8.9,92.2,28.930516,28.752071,10,1,4.089285714285715
569,2.561,2.659,21.8,83.0,28.6098,32.122,9.0,91.7,29.455874,26.034918,10,1,-1.9107142857142847
570,2.683,2.841,16.9,84.3,29.7073,28.5366,9.0,90.0,25.682940000000002,27.033643,6,1,1.0892857142857153
571,2.561,3.207,14.0,74.7,32.5732,29.7561,7.9,89.2,26.5424412,29.999917200000002,14,0,-8.910714285714285
572,2.756,3.061,16.9,80.6,29.2927,31.3902,9.4,90.2,28.3139604,26.5391862,10,0,-5.910714285714285
573,2.463,2.854,14.2,79.4,28.4268,34.1463,8.7,91.60000000000001,31.278010799999997,25.9536684,13,0,-7.410714285714285
574,2.598,3.085,19.3,80.1,28.8659,31.4024,9.0,90.2,28.3249648,26.267969,12,0,-5.910714285714285
575,3.817,2.768,25.2,78.8,32.8415,30.9146,11.6,91.0,28.132286,29.031886000000004,13,1,14.589285714285715
576,3.195,2.476,17.7,85.3,34.122,25.0976,9.4,90.10000000000001,22.612937600000002,30.914532,8,1,10.089285714285715
577,2.72,2.524,19.2,83.9,33.378,29.4268,8.1,91.4,26.8960952,30.674382,14,1,5.089285714285715
578,2.646,2.695,16.4,77.1,30.5854,29.2195,8.7,90.8,26.531306,27.924470200000002,6,1,4.089285714285715
579,2.659,2.659,16.9,86.8,29.8171,30.1585,8.9,91.2,27.504552,27.1633781,10,0,-0.9107142857142847
580,2.451,2.476,16.0,82.3,28.6585,28.9268,8.6,91.4,26.4390952,26.193869,10,1,-0.9107142857142847
581,2.89,2.78,18.1,80.2,27.8902,32.061,10.4,91.3,29.271693000000003,24.9896192,9,1,1.5892857142857153
582,2.512,3.39,17.3,78.0,28.3049,33.122,8.9,89.8,29.743556,25.7857639,8,0,-14.910714285714285
583,3.268,2.659,20.9,81.6,30.9024,29.5,10.6,91.0,26.845000000000002,27.6267456,5,1,5.589285714285715
584,2.841,2.963,21.0,79.3,30.1463,33.378,9.4,91.10000000000001,30.407358000000002,27.3125478,11,0,-1.4107142857142847
585,2.805,2.976,18.6,77.4,30.7805,31.2073,9.1,90.5,28.2426065,27.979474500000002,14,1,-1.9107142857142847
586,2.817,2.573,20.9,80.3,29.1341,27.561,9.7,90.7,24.997827,26.308092300000002,9,1,4.589285714285715
587,3.134,2.549,21.0,85.0,31.7317,31.3537,9.9,91.9,28.8140503,28.5902617,11,1,10.589285714285715
588,2.61,3.037,18.2,81.7,28.5122,30.6585,9.2,90.10000000000001,27.6233085,25.8890776,15,0,-6.410714285714285
589,2.61,2.915,19.1,82.7,27.6341,29.4512,9.4,90.10000000000001,26.5355312,25.0364946,8,1,-3.9107142857142847
590,2.085,2.524,14.3,83.4,28.5854,26.2439,7.3,90.4,23.7244856,26.4986658,5,1,-5.535714285714285
591,2.744,3.146,17.2,83.2,29.3659,31.9512,9.3,90.2,28.8199824,26.6348713,13,1,-9.535714285714285
592,2.732,2.378,16.9,83.7,29.9146,29.3902,9.1,91.9,27.0095938,27.192371400000003,5,1,0.4642857142857153
593,3.122,2.634,16.6,82.8,31.7683,30.1341,9.8,91.3,27.5124333,28.6550066,12,1,6.964285714285715
594,2.78,2.39,15.8,86.1,31.4878,28.6829,8.8,91.7,26.3022193,28.7168736,8,1,6.964285714285715
595,2.976,2.305,16.2,82.6,32.878,32.7073,9.1,93.0,30.417789,29.886102,11,1,5.464285714285715
596,2.927,2.78,19.4,83.0,32.8049,30.6585,8.9,90.9,27.8685765,29.885263900000005,10,1,1.9642857142857153
597,2.598,2.512,19.7,84.4,31.7317,30.9512,8.2,91.9,28.4441528,29.1297006,8,1,1.9642857142857153
598,2.317,2.988,17.5,83.7,29.0366,31.2073,8.0,90.4,28.211399200000002,26.713672000000003,10,1,-9.035714285714285
599,2.598,2.988,15.9,77.5,28.7805,30.9756,9.0,90.4,28.0019424,26.190255,11,1,-3.5357142857142847
600,2.817,2.854,15.9,81.2,30.6951,33.2317,9.2,91.4,30.3737738,27.871150800000002,11,1,-0.5357142857142847
601,2.329,2.707,13.1,84.6,30.4024,31.8171,7.7,91.5,29.1126465,28.061415200000003,12,0,-10.035714285714285
602,2.939,2.854,20.5,83.8,31.7683,28.7073,9.3,90.10000000000001,25.865277300000002,28.8138481,11,1,5.464285714285715
603,2.671,2.329,17.5,85.6,31.2927,28.9634,8.5,92.0,26.646328,28.6328205,11,1,7.464285714285715
604,3.073,2.683,23.1,79.2,32.1585,28.7073,9.6,90.7,26.0375211,29.071284,9,1,2.4642857142857153
605,3.134,2.89,22.3,82.3,33.622,30.6585,9.3,90.60000000000001,27.776601,30.495154,10,1,5.964285714285715
606,2.598,2.317,15.2,84.9,28.8049,30.6098,9.0,92.4,28.283455200000002,26.212459000000003,11,1,3.4642857142857153
607,2.878,2.78,18.6,81.7,30.1829,27.7317,9.5,90.0,24.95853,27.315524500000002,11,0,-2.5357142857142847
608,2.939,2.805,19.5,81.2,30.5,28.5122,9.6,90.2,25.7180044,27.572,12,1,0.9642857142857153
609,2.695,3.5,18.5,76.1,29.1951,31.8171,9.2,89.0,28.317219,26.5091508,8,0,-12.035714285714285
610,2.329,3.171,14.5,77.0,26.6829,31.6707,8.7,90.0,28.50363,24.3614877,12,0,-15.035714285714285
611,3.146,2.195,24.3,85.6,32.0,30.122,9.8,92.7,27.923094000000003,28.864,9,1,12.464285714285715
612,2.866,2.841,23.5,81.3,28.4634,32.2927,10.1,91.2,29.450942400000006,25.5885966,5,1,3.4642857142857153
613,2.707,2.756,18.0,80.1,27.6707,30.5366,9.8,91.0,27.788306000000002,24.9589714,11,1,1.4642857142857153
614,2.549,2.39,16.1,85.5,28.8171,27.9024,8.8,91.4,25.5027936,26.281195200000003,6,1,2.9642857142857153
615,2.963,2.537,23.5,79.6,34.5366,28.8902,8.6,91.2,26.3478624,31.566452400000003,9,1,6.464285714285715
616,2.561,3.049,13.9,80.2,30.561,29.8415,8.4,89.8,26.797667,27.993876,13,0,-5.535714285714285
617,2.476,2.78,18.1,82.8,26.1951,32.0122,9.5,91.3,29.2271386,23.7065655,8,1,-3.0357142857142847
618,2.634,2.5,17.2,89.6,27.4756,26.8171,9.6,90.7,24.3231097,24.8379424,6,1,5.086206896551722
619,2.39,3.061,18.5,80.5,29.3902,30.1098,8.1,89.8,27.0386004,27.0095938,11,0,-6.413793103448278
620,2.707,2.22,15.7,86.2,28.5122,27.8171,9.5,92.0,25.591732,25.803541,7,1,8.586206896551722
621,3.171,2.744,19.7,81.8,32.2073,28.4024,9.8,90.3,25.6473672,29.050984599999996,9,1,5.586206896551722
622,3.329,2.659,19.7,87.8,33.8902,27.4024,9.8,90.3,24.7443672,30.5689604,6,1,8.086206896551722
623,3.171,2.427,17.2,83.5,32.3537,29.7683,9.8,91.8,27.3272994,29.183037400000003,4,1,5.086206896551722
624,2.573,2.72,17.1,81.7,29.2317,31.3537,8.8,91.3,28.6259281,26.659310400000003,11,0,-1.4137931034482776
625,2.524,2.61,14.3,88.6,28.5366,29.6585,8.8,91.2,27.048552,26.0253792,16,0,-6.913793103448278
626,2.963,2.878,18.1,81.6,31.3902,32.0366,9.4,91.0,29.153306,28.4395212,10,1,0.08620689655172242
627,2.768,3.159,18.4,77.3,28.3171,30.8293,9.8,89.8,27.6847114,25.5420242,10,0,-5.913793103448278
628,2.585,2.89,16.7,80.6,30.4512,32.3537,8.5,91.10000000000001,29.474220700000004,27.862848,16,0,-4.913793103448278
629,2.402,2.634,18.5,79.5,29.6707,30.5488,8.1,91.4,27.9216032,27.267373300000003,18,1,1.0862068965517224
630,2.829,3.39,15.2,79.2,27.1585,30.5,10.4,88.9,27.1145,24.334016000000002,8,1,-3.9137931034482776
631,2.659,2.756,16.7,81.6,27.9878,30.1829,9.5,90.9,27.4362561,25.328959,8,1,0.08620689655172242
632,2.939,2.817,15.2,78.1,31.5,28.5732,9.3,90.10000000000001,25.744453200000002,28.570500000000003,11,1,4.586206896551722
633,2.915,2.439,16.1,81.8,32.1707,26.9756,9.1,91.0,24.547796,29.2431663,6,1,5.086206896551722
634,2.829,2.5,21.6,83.6,27.5732,30.7683,10.3,91.9,28.276067700000002,24.7331604,8,1,6.086206896551722
635,2.512,1.89,16.7,85.8,30.6341,26.7073,8.2,92.9,24.811081700000003,28.1221038,11,1,8.586206896551722
636,2.427,2.646,17.7,84.3,27.5366,30.8293,8.8,91.4,28.1779802,25.1133792,16,0,-0.9137931034482776
637,2.427,2.659,18.4,83.0,31.5,29.5854,7.7,91.0,26.922714,29.0745,6,1,-1.9137931034482776
638,2.524,2.829,20.6,82.4,26.6585,30.7073,9.5,90.8,27.882228400000002,24.1259425,10,0,-8.913793103448278
639,2.939,2.329,19.8,86.0,31.5,30.8049,9.3,92.4,28.463727600000002,28.570500000000003,9,1,9.586206896551722
640,2.451,2.732,16.6,82.0,27.939,28.8659,8.8,90.5,26.1236395,25.480368000000002,12,0,-5.913793103448278
641,2.488,2.659,13.5,82.8,28.2317,30.8171,8.8,91.4,28.1668294,25.7473104,5,1,-1.4137931034482776
642,2.293,2.073,17.0,87.0,30.5976,27.4146,7.5,92.4,25.3310904,28.302780000000002,15,1,1.5862068965517224
643,2.671,2.5,21.1,76.9,33.8171,28.561,7.9,91.2,26.047632,31.145549100000004,10,1,2.0862068965517224
644,2.415,3.134,15.5,76.6,29.9268,30.939,8.1,89.9,27.814161000000002,27.5027292,7,0,-13.413793103448278
645,2.024,2.646,15.1,82.1,26.5122,31.3537,7.6,91.60000000000001,28.7199892,24.4972728,11,0,-5.413793103448278
646,2.695,2.951,17.9,80.1,30.1341,30.122,8.9,90.2,27.170044,27.452165100000002,10,1,-3.9137931034482776
647,2.292,2.542,15.3,81.1,28.375,23.125,8.1,89.0,20.58125,26.076625,10,1,-3.053571428571427
648,2.813,2.833,19.9,80.3,30.9375,28.1667,9.1,89.9,25.3218633,28.122187500000003,7,1,0.44642857142857295
649,2.625,2.25,15.7,81.1,30.8958,28.1875,8.5,92.0,25.9325,28.269657000000002,4,1,0.946428571428573
650,2.75,2.896,21.6,85.9,29.0417,28.5625,9.5,89.9,25.6776875,26.2827385,3,1,-2.553571428571427
651,3.375,2.479,24.7,79.6,29.9583,29.2292,11.3,91.5,26.744718,26.5730121,0,1,8.946428571428573
652,2.646,2.208,14.8,87.1,32.4375,28.6042,8.2,92.30000000000001,26.401676600000002,29.777625,6,1,3.946428571428573
653,2.458,2.896,14.1,79.2,27.8958,33.4583,8.8,91.3,30.547427900000002,25.440969600000003,6,1,-3.053571428571427
654,3.042,2.583,20.7,79.8,30.5833,26.9375,9.9,90.4,24.3515,27.555553300000003,5,1,4.446428571428573
655,2.333,2.083,15.9,88.0,33.1458,31.2917,7.0,93.30000000000001,29.195156100000002,30.825594,6,1,0.946428571428573
656,3.021,2.667,18.7,87.9,26.3333,32.2708,11.5,91.7,29.592323600000004,23.3049705,5,0,1.446428571428573
657,2.646,3.313,14.6,77.6,32.1875,32.2083,8.2,89.7,28.890845100000003,29.548125000000002,4,0,-6.053571428571427
658,3.063,3.063,19.0,80.7,27.5625,30.2292,11.1,89.9,27.1760508,24.5030625,4,1,-7.053571428571427
659,3.042,2.708,26.8,77.9,28.125,32.3125,10.8,91.60000000000001,29.59825,25.087500000000002,3,1,1.446428571428573
660,3.104,2.021,16.7,87.2,31.125,26.2083,10.0,92.30000000000001,24.190260900000002,28.0125,5,1,11.446428571428573
661,2.542,2.292,18.4,81.7,30.1458,27.5417,8.4,91.7,25.2557389,27.6135528,8,1,0.946428571428573
662,2.271,2.771,17.1,75.5,25.9167,27.8125,8.8,90.0,25.03125,23.6360304,9,0,-6.553571428571427
663,2.583,2.375,19.5,84.7,27.8333,24.1875,9.3,90.2,21.817125,25.244803100000002,2,1,2.946428571428573
664,2.667,3.271,20.0,81.5,26.9375,29.4167,9.9,88.9,26.1514463,24.2706875,4,0,-6.053571428571427
665,2.375,3.125,15.0,80.3,29.4792,31.4167,8.1,90.10000000000001,28.3064467,27.0913848,7,0,-7.553571428571427
666,2.563,2.729,20.1,83.4,26.7708,32.75,9.6,91.7,30.031750000000002,24.200803200000003,7,0,-4.553571428571427
667,2.542,2.396,15.8,84.0,28.125,28.9375,9.0,91.7,26.5356875,25.59375,7,1,2.446428571428573
668,2.792,2.396,21.5,81.5,28.0625,27.9167,9.9,91.4,25.515863799999998,25.284312500000002,6,1,5.946428571428573
669,2.667,2.938,17.0,81.0,26.2708,31.0208,10.2,90.5,28.073824000000002,23.5911784,4,1,-3.053571428571427
670,2.729,2.375,19.9,83.2,29.8125,24.9583,9.2,90.5,22.5872615,27.069750000000003,5,1,2.446428571428573
671,2.417,2.333,20.1,85.0,31.7917,28.9583,7.6,91.9,26.612677700000003,29.3755308,7,1,1.446428571428573
672,2.396,2.396,14.2,82.6,26.7292,29.9167,9.0,92.0,27.523364,24.323572,7,0,0.44642857142857295
673,2.458,2.604,17.9,80.7,28.7917,27.0625,8.5,90.4,24.4645,26.3444055,3,1,0.44642857142857295
674,2.625,2.938,13.8,79.7,28.9375,29.6667,9.1,90.10000000000001,26.729696699999998,26.3041875,3,1,-1.553571428571427
675,2.402,2.378,19.5,86.4,26.8171,25.4756,9.0,90.7,23.1063692,24.403561,18,1,-2.172413793103445
676,2.634,3.183,17.8,78.1,30.939,30.0488,8.5,89.4,26.8636272,28.309185,11,0,-6.672413793103445
677,2.61,2.317,18.2,85.3,33.1585,29.4146,7.9,92.10000000000001,27.090846600000003,30.5389785,6,1,1.8275862068965552
678,2.841,2.768,19.7,84.8,30.3659,30.5854,9.4,90.9,27.8021286,27.5115054,10,1,0.8275862068965552
679,2.951,2.488,23.4,85.0,29.9268,28.7683,9.9,91.4,26.2942262,26.964046800000002,7,1,8.327586206896555
680,3.146,2.085,21.7,83.7,31.8659,29.0854,9.9,92.80000000000001,26.9912512,28.7111759,9,1,12.327586206896555
