gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,powerPlayPercentage,powerPlayGoals,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg,id,name,year_range,name_year,failed_playoff_flag
82,42,28,3,96,58.5,3.427,3.122,20.3,76,375,80.7,29.1951,29.2317,0.667,0.391,0.733,0.897,0.512,0.486,5260,2457,2803,46.7,11.7,0.893,5,Pittsburgh Penguins,20002001,Pittsburgh Penguins2001,0
82,36,30,8,88,53.7,2.768,3.037,16.4,64,390,82.8,28.7683,26.7195,0.649,0.267,0.76,0.862,0.449,0.387,5398,2658,2740,49.2,9.6,0.886,6,Boston Bruins,20002001,Boston Bruins2001,1
82,46,30,1,98,59.8,2.659,2.244,16.1,60,373,88,26.878,26.7683,0.76,0.25,0.862,0.947,0.61,0.5,5306,2653,2653,50,9.9,0.916,7,Buffalo Sabres,20002001,Buffalo Sabres2001,0
82,28,40,6,70,42.7,2.512,2.829,16.1,68,421,82.2,26.1951,28.0122,0.741,0.145,0.8,0.885,0.368,0.341,5312,2629,2683,49.5,9.6,0.899,8,Montreal Canadiens,20002001,Montreal Canadiens2001,1
82,48,21,4,109,66.5,3.341,2.5,18.6,71,381,86.4,30.1951,27.2561,0.72,0.375,0.737,0.837,0.542,0.625,5471,2656,2815,48.5,11.1,0.908,9,Ottawa Senators,20002001,Ottawa Senators2001,0
82,37,29,5,90,54.9,2.829,2.524,16.1,57,355,85,27.7561,27.3659,0.667,0.256,0.688,0.818,0.452,0.444,5365,2835,2530,52.8,10.2,0.908,10,Toronto Maple Leafs,20002001,Toronto Maple Leafs2001,0
82,38,32,3,88,53.7,2.585,2.744,18.9,72,382,87.2,27.0366,26.9024,0.625,0.31,0.692,0.889,0.55,0.417,5286,2904,2382,54.9,9.6,0.898,12,Carolina Hurricanes,20002001,Carolina Hurricanes2001,0
82,22,38,9,66,40.2,2.439,3,13,46,353,83.9,26.4634,31.2073,0.378,0.178,0.421,0.5,0.24,0.296,5379,2610,2769,48.5,9.2,0.904,13,Florida Panthers,20002001,Florida Panthers2001,1
82,24,47,5,59,36,2.451,3.415,12.5,53,424,82.9,24.561,31.1829,0.465,0.103,0.545,0.739,0.438,0.222,5467,2562,2905,46.9,10,0.89,14,Tampa Bay Lightning,20002001,Tampa Bay Lightning2001,1
82,41,27,4,96,58.5,2.841,2.573,21.2,75,353,84.1,28.6341,27.7195,0.769,0.256,0.821,0.844,0.558,0.459,5345,2949,2396,55.2,9.9,0.907,15,Washington Capitals,20002001,Washington Capitals2001,0
82,29,40,5,71,43.3,2.561,3,12.9,41,318,83.9,26.3415,26.7073,0.526,0.205,0.609,0.826,0.432,0.317,5382,2686,2696,49.9,9.7,0.888,16,Chicago Blackhawks,20002001,Chicago Blackhawks2001,1
82,49,20,4,111,67.7,3.085,2.463,22.1,85,384,85.7,32.3171,27.0854,0.745,0.4,0.8,0.941,0.604,0.607,5607,3048,2559,54.4,9.5,0.909,17,Detroit Red Wings,20002001,Detroit Red Wings2001,0
82,34,36,3,80,48.8,2.268,2.439,14.1,51,361,85.2,26.6098,28.622,0.684,0.182,0.667,0.862,0.469,0.362,5053,2446,2607,48.4,8.5,0.915,18,Nashville Predators,20002001,Nashville Predators2001,1
82,43,22,5,103,62.8,3.037,2.378,18.7,72,385,85.3,30.4146,23.5732,0.78,0.268,0.821,0.846,0.516,0.438,5486,2848,2638,51.9,10,0.899,19,St. Louis Blues,20002001,St. Louis Blues2001,0
82,27,36,4,73,44.5,2.402,2.878,14.9,65,435,79.9,27.1951,27.122,0.553,0.136,0.667,0.733,0.4,0.256,5431,2800,2631,51.6,8.8,0.894,20,Calgary Flames,20002001,Calgary Flames2001,1
82,52,16,4,118,72,3.293,2.341,22,80,363,82.8,29.2073,25.1098,0.773,0.474,0.818,0.851,0.636,0.64,5649,2900,2749,51.3,11.3,0.907,21,Colorado Avalanche,20002001,Colorado Avalanche2001,0
82,39,28,3,93,56.7,2.963,2.707,14.8,59,398,83.8,26.1585,26.0854,0.692,0.279,0.696,0.853,0.487,0.45,5422,2769,2653,51.1,11.3,0.896,22,Edmonton Oilers,20002001,Edmonton Oilers2001,0
82,36,28,7,90,54.9,2.915,2.902,17.1,71,416,80.9,29.6829,25.878,0.6,0.243,0.71,0.765,0.463,0.4,5555,2603,2952,46.9,9.8,0.888,23,Vancouver Canucks,20002001,Vancouver Canucks2001,0
82,25,41,5,66,40.2,2.293,2.988,17.7,66,373,81.8,25.8902,29.4756,0.486,0.156,0.435,0.75,0.355,0.28,5520,2668,2852,48.3,8.9,0.899,24,Anaheim Ducks,20002001,Anaheim Ducks2001,1
82,48,24,2,106,64.6,2.939,2.28,19.6,72,367,86.2,25.6098,24.9146,0.8,0.324,0.828,0.946,0.625,0.55,5152,2636,2516,51.2,11.5,0.908,25,Dallas Stars,20002001,Dallas Stars2001,0
82,38,28,3,92,56.1,3.073,2.78,19.4,71,367,81.2,27.9024,26.3415,0.625,0.235,0.697,0.861,0.537,0.359,5392,2733,2659,50.7,11,0.894,26,Los Angeles Kings,20002001,Los Angeles Kings2001,0
82,40,27,3,95,57.9,2.646,2.341,14,57,406,86.2,27.6463,26.4512,0.658,0.341,0.76,0.957,0.622,0.353,5450,2630,2820,48.3,9.6,0.911,28,San Jose Sharks,20002001,San Jose Sharks2001,0
82,28,39,6,71,43.3,2.317,2.841,14.7,56,381,80.7,25.3902,30.1829,0.442,0.231,0.63,0.786,0.417,0.304,5338,2695,2643,50.5,9.1,0.906,29,Columbus Blue Jackets,20002001,Columbus Blue Jackets2001,1
82,25,39,5,68,41.5,2.049,2.561,9.6,36,374,84.7,24.6341,28.1341,0.5,0.152,0.45,0.656,0.344,0.286,5433,2612,2821,48.1,8.3,0.909,30,Minnesota Wild,20002001,Minnesota Wild2001,1
82,41,28,4,95,57.9,2.5,2.28,16.9,44,261,83.8,29.8171,23.1707,0.714,0.275,0.75,0.774,0.452,0.632,5156,2553,2603,49.5,8.4,0.902,1,New Jersey Devils,20012002,New Jersey Devils2002,0
82,42,28,4,96,58.5,2.915,2.683,16.2,59,363,85.8,28.2805,27.8659,0.633,0.333,0.719,0.857,0.459,0.564,5579,2884,2695,51.7,10.3,0.904,2,New York Islanders,20012002,New York Islanders2002,0
82,36,38,4,80,48.8,2.768,3.146,14.7,48,326,79.9,29.1707,31.9268,0.781,0.22,0.762,0.923,0.457,0.426,5554,2816,2738,50.7,9.5,0.901,3,New York Rangers,20012002,New York Rangers2002,1
82,42,27,3,97,59.1,2.854,2.341,13,39,300,86.3,29.7805,26.0854,0.617,0.371,0.7,0.744,0.509,0.538,5330,2661,2669,49.9,9.6,0.91,4,Philadelphia Flyers,20012002,Philadelphia Flyers2002,0
82,28,41,5,69,42.1,2.415,3.037,14,47,335,83.8,27.0122,29.1951,0.516,0.235,0.579,0.8,0.364,0.289,5484,2583,2901,47.1,8.9,0.896,5,Pittsburgh Penguins,20012002,Pittsburgh Penguins2002,1
82,43,24,9,101,61.6,2.878,2.451,13.8,39,283,87.1,31.6585,25.0854,0.708,0.265,0.806,0.769,0.55,0.526,5212,2499,2713,48,9.1,0.902,6,Boston Bruins,20012002,Boston Bruins2002,0
82,35,35,1,82,50,2.598,2.439,13.3,50,375,86.5,27.9878,25.8537,0.636,0.184,0.657,0.829,0.372,0.5,5468,2591,2877,47.4,9.3,0.906,7,Buffalo Sabres,20012002,Buffalo Sabres2002,1
82,36,31,3,87,53,2.524,2.549,14.9,45,301,86.3,25.5122,31.6707,0.622,0.216,0.704,0.765,0.667,0.365,5309,2803,2506,52.8,9.9,0.92,8,Montreal Canadiens,20012002,Montreal Canadiens2002,0
82,39,27,7,94,57.3,2.963,2.537,16.6,55,331,84.4,30.1098,25.9268,0.622,0.297,0.815,0.909,0.444,0.5,5342,2677,2665,50.1,9.8,0.902,9,Ottawa Senators,20012002,Ottawa Senators2002,0
82,43,25,4,100,61,3.037,2.524,15.5,54,349,84.5,28.5244,24.9268,0.682,0.342,0.727,0.846,0.544,0.478,5281,2736,2545,51.8,10.6,0.899,10,Toronto Maple Leafs,20012002,Toronto Maple Leafs2002,0
82,35,26,5,91,55.5,2.646,2.646,16.1,63,391,83.7,28.622,27,0.61,0.244,0.586,0.846,0.459,0.41,5529,3100,2429,56.1,9.2,0.902,12,Carolina Hurricanes,20012002,Carolina Hurricanes2002,0
82,22,44,6,60,36.6,2.195,3.049,14.7,50,341,80.7,26.8902,32.5122,0.432,0.079,0.5,0.739,0.217,0.286,5509,2540,2969,46.1,8.2,0.906,13,Florida Panthers,20012002,Florida Panthers2002,1
82,27,40,4,69,42.1,2.171,2.671,14.7,46,312,85.3,26.5732,30.7683,0.531,0.2,0.55,0.762,0.321,0.36,5100,2399,2701,47,8.2,0.913,14,Tampa Bay Lightning,20012002,Tampa Bay Lightning2002,1
82,36,33,2,85,51.8,2.78,2.927,19.4,58,299,82.2,27.9634,28.7439,0.625,0.32,0.737,0.778,0.459,0.409,5359,2858,2501,53.3,9.9,0.898,15,Washington Capitals,20012002,Washington Capitals2002,1
82,41,27,1,96,58.5,2.634,2.524,17.9,54,302,81.5,27.6951,25.3293,0.675,0.333,0.808,0.889,0.511,0.467,5530,2652,2878,48,9.5,0.9,16,Chicago Blackhawks,20012002,Chicago Blackhawks2002,0
82,51,17,4,116,70.7,3.061,2.28,20.3,73,359,86,30.9512,26.3293,0.739,0.472,0.767,0.902,0.7,0.517,5337,2743,2594,51.4,9.9,0.913,17,Detroit Red Wings,20012002,Detroit Red Wings2002,0
82,28,41,0,69,42.1,2.39,2.805,14.2,48,337,85.9,24.622,28.2195,0.513,0.186,0.577,0.656,0.333,0.321,5256,2468,2788,47,9.7,0.901,18,Nashville Predators,20012002,Nashville Predators2002,1
82,43,27,4,98,59.8,2.768,2.293,17.4,62,356,85.2,29.0244,22.5244,0.737,0.341,0.731,0.833,0.517,0.471,5313,2650,2663,49.9,9.5,0.898,19,St. Louis Blues,20012002,St. Louis Blues2002,0
82,32,35,3,79,48.2,2.451,2.683,15.1,55,364,81.5,26.9146,27.3415,0.575,0.214,0.667,0.778,0.314,0.429,5487,2883,2604,52.5,9.1,0.902,20,Calgary Flames,20012002,Calgary Flames2002,1
82,45,28,1,99,60.4,2.585,2.061,18,62,344,87,27.4634,26.5488,0.711,0.409,0.76,0.971,0.476,0.658,5427,2791,2636,51.4,9.4,0.922,21,Colorado Avalanche,20012002,Colorado Avalanche2002,0
82,38,28,4,92,56.1,2.5,2.22,15.3,51,333,85.6,27.5122,25.8537,0.632,0.318,0.645,0.788,0.478,0.438,5107,2573,2534,50.4,9.1,0.914,22,Edmonton Oilers,20012002,Edmonton Oilers2002,1
82,42,30,3,94,57.3,3.098,2.573,18.6,69,372,85,28.3659,25.3537,0.681,0.286,0.75,0.875,0.529,0.5,5518,2796,2722,50.7,10.9,0.899,23,Vancouver Canucks,20012002,Vancouver Canucks2002,0
82,29,42,3,69,42.1,2.134,2.415,11.5,43,373,86.1,26.122,27.4756,0.538,0.186,0.609,0.88,0.382,0.348,5410,2758,2652,51,8.2,0.912,24,Anaheim Ducks,20012002,Anaheim Ducks2002,1
82,36,28,5,90,54.9,2.622,2.598,17.1,60,350,81.5,28.4756,26.0366,0.556,0.297,0.724,0.88,0.34,0.581,5356,2828,2528,52.8,9.2,0.9,25,Dallas Stars,20012002,Dallas Stars2002,1
82,40,27,4,95,57.9,2.61,2.317,20.7,73,353,86.6,25.7317,25.0122,0.643,0.325,0.741,0.897,0.476,0.5,5232,2680,2552,51.2,10.1,0.907,26,Los Angeles Kings,20012002,Los Angeles Kings2002,0
82,44,27,3,99,60.4,3.024,2.427,15.7,58,369,85.8,27.1707,28.4756,0.739,0.278,0.828,0.846,0.606,0.5,5421,2654,2767,49,11.1,0.915,28,San Jose Sharks,20012002,San Jose Sharks2002,0
82,22,47,5,57,34.8,2,3.11,14,50,356,83,24.9512,30.1098,0.459,0.111,0.611,0.773,0.261,0.263,5309,2657,2652,50,8,0.897,29,Columbus Blue Jackets,20012002,Columbus Blue Jackets2002,1
82,26,35,9,73,44.5,2.378,2.902,14.8,55,373,82.9,23.8293,28.0122,0.5,0.159,0.545,0.714,0.321,0.327,5643,2738,2905,48.5,10,0.896,30,Minnesota Wild,20012002,Minnesota Wild2002,1
82,46,20,6,108,65.9,2.634,2.024,11.9,36,303,87.9,31.7195,23.5732,0.708,0.353,0.821,0.846,0.523,0.692,5002,2535,2467,50.7,8.3,0.914,1,New Jersey Devils,20022003,New Jersey Devils2003,0
82,35,34,2,83,50.6,2.732,2.817,15.1,58,384,83.5,29.5976,28.2683,0.568,0.311,0.654,0.824,0.447,0.4,5606,2864,2742,51.1,9.2,0.9,2,New York Islanders,20022003,New York Islanders2003,0
82,32,36,4,78,47.6,2.561,2.817,16.2,55,339,81.2,30.061,29.5854,0.476,0.3,0.6,0.87,0.35,0.429,5334,2844,2490,53.3,8.5,0.905,3,New York Rangers,20022003,New York Rangers2003,1
82,45,20,4,107,65.2,2.573,2.024,14.3,47,328,85.2,30.939,24.622,0.744,0.372,0.864,0.882,0.589,0.478,5065,2646,2419,52.2,8.3,0.918,4,Philadelphia Flyers,20022003,Philadelphia Flyers2003,0
82,27,44,5,65,39.6,2.305,3.11,18.3,66,360,83.5,25.3537,30.9146,0.475,0.19,0.6,0.87,0.4,0.305,5472,2706,2766,49.5,9.1,0.899,5,Pittsburgh Penguins,20022003,Pittsburgh Penguins2003,1
82,36,31,4,87,53,2.988,2.89,18.1,59,325,82.7,32.1463,28.3171,0.675,0.214,0.75,0.839,0.439,0.435,5464,2709,2755,49.6,9.3,0.898,6,Boston Bruins,20022003,Boston Bruins2003,0
82,27,37,8,72,43.9,2.317,2.671,14.4,51,354,85.4,28.5976,28.0122,0.474,0.205,0.542,0.593,0.324,0.357,5336,2674,2662,50.1,8.1,0.905,7,Buffalo Sabres,20022003,Buffalo Sabres2003,1
82,30,35,9,77,47,2.512,2.854,14,44,315,81.7,25.8415,32.6585,0.512,0.22,0.533,0.658,0.375,0.344,5141,2708,2433,52.7,9.7,0.913,8,Montreal Canadiens,20022003,Montreal Canadiens2003,1
82,52,21,1,113,68.9,3.207,2.22,21.2,83,391,84.9,29.7805,24.7927,0.725,0.484,0.857,0.9,0.625,0.591,5300,2494,2806,47.1,10.8,0.91,9,Ottawa Senators,20022003,Ottawa Senators2003,0
82,44,28,3,98,59.8,2.878,2.537,17.6,63,359,86.8,26.2561,29.5488,0.647,0.355,0.645,0.848,0.478,0.596,5396,2735,2661,50.7,11,0.914,10,Toronto Maple Leafs,20022003,Toronto Maple Leafs2003,0
82,22,43,6,61,37.2,2.085,2.927,13.8,58,420,81.9,29.439,28.439,0.433,0.173,0.6,0.636,0.227,0.297,5349,2832,2517,52.9,7.1,0.897,12,Carolina Hurricanes,20022003,Carolina Hurricanes2003,1
82,24,36,9,70,42.7,2.146,2.89,14.1,49,347,81.5,27.1829,33.2317,0.5,0.146,0.667,0.792,0.167,0.339,5501,2540,2961,46.2,7.9,0.913,13,Florida Panthers,20022003,Florida Panthers2003,1
82,36,25,5,93,56.7,2.671,2.561,17.9,70,391,82.6,29.2073,28.0244,0.6,0.286,0.708,0.727,0.469,0.375,5108,2566,2542,50.2,9.1,0.909,14,Tampa Bay Lightning,20022003,Tampa Bay Lightning2003,0
82,39,29,6,92,56.1,2.732,2.683,17.2,57,331,81.2,27.1098,29.9268,0.651,0.282,0.75,0.818,0.543,0.435,5081,2498,2583,49.2,10.1,0.91,15,Washington Capitals,20022003,Washington Capitals2003,0
82,30,33,6,79,48.2,2.524,2.756,12.7,39,308,84.8,27.7927,28.5976,0.523,0.184,0.773,0.727,0.361,0.395,5336,2671,2665,50.1,9.1,0.904,16,Chicago Blackhawks,20022003,Chicago Blackhawks2003,1
82,48,20,4,110,67.1,3.28,2.476,23.8,76,319,85.4,29.7683,28.7927,0.686,0.419,0.824,0.844,0.625,0.55,5167,2699,2468,52.2,11,0.914,17,Detroit Red Wings,20022003,Detroit Red Wings2003,0
82,27,35,7,74,45.1,2.232,2.512,13.9,58,418,82.7,28.2439,27.4634,0.55,0.119,0.643,0.818,0.289,0.41,5264,2551,2713,48.5,7.9,0.909,18,Nashville Predators,20022003,Nashville Predators2003,1
82,41,24,6,99,60.4,3.085,2.707,20.5,80,391,81.8,28.061,24.9634,0.528,0.478,0.609,0.781,0.511,0.516,5255,2576,2679,49,11,0.892,19,St. Louis Blues,20022003,St. Louis Blues2003,0
82,29,36,4,75,45.7,2.268,2.78,12.1,47,389,83.3,28.5488,27.0976,0.556,0.196,0.636,0.625,0.327,0.407,5421,2923,2498,53.9,7.9,0.897,20,Calgary Flames,20022003,Calgary Flames2003,1
82,42,19,8,105,64,3.061,2.366,18.7,68,363,82.5,29.0976,28.3293,0.612,0.364,0.658,0.756,0.429,0.6,5295,2537,2758,47.9,10.5,0.916,21,Colorado Avalanche,20022003,Colorado Avalanche2003,0
82,36,26,9,92,56.1,2.817,2.805,14.5,56,386,82.6,27.9634,27.4146,0.605,0.256,0.69,0.667,0.45,0.436,5140,2627,2513,51.1,10.1,0.898,22,Edmonton Oilers,20022003,Edmonton Oilers2003,0
82,45,23,1,104,63.4,3.22,2.537,20.8,87,419,84.1,29.122,26.6463,0.605,0.487,0.735,0.833,0.58,0.517,5339,2661,2678,49.8,11.1,0.905,23,Vancouver Canucks,20022003,Vancouver Canucks2003,0
82,40,27,6,95,57.9,2.476,2.354,16.1,56,348,87.4,27.3902,28.9878,0.667,0.3,0.692,0.765,0.459,0.5,5120,2827,2293,55.2,9,0.919,24,Anaheim Ducks,20022003,Anaheim Ducks2003,0
82,46,17,4,111,67.7,2.988,2.061,19,62,327,85.5,30.0732,25.2805,0.705,0.395,0.824,0.881,0.582,0.429,5276,2650,2626,50.2,9.9,0.918,25,Dallas Stars,20022003,Dallas Stars2003,0
82,33,37,6,78,47.6,2.476,2.695,14.7,52,354,83.3,27.7073,26.1098,0.524,0.275,0.737,0.806,0.467,0.343,5263,2581,2682,49,8.9,0.897,26,Los Angeles Kings,20022003,Los Angeles Kings2003,1
82,28,37,8,73,44.5,2.61,2.915,18.1,68,375,81,28.0854,29.1707,0.4,0.286,0.593,0.714,0.343,0.341,5300,2666,2634,50.3,9.3,0.9,28,San Jose Sharks,20022003,San Jose Sharks2003,1
82,29,42,3,69,42.1,2.598,3.207,17.3,71,410,85.3,26.1341,32.2073,0.5,0.25,0.56,0.719,0.5,0.328,5505,2676,2829,48.6,9.9,0.9,29,Columbus Blue Jackets,20022003,Columbus Blue Jackets2003,1
82,42,29,1,95,57.9,2.415,2.171,14.2,52,366,86,25.439,28.4756,0.861,0.239,0.955,0.968,0.379,0.569,5445,2550,2895,46.8,9.5,0.924,30,Minnesota Wild,20022003,Minnesota Wild2003,0
82,43,25,2,100,61,2.598,2,16.4,51,312,85.3,29.6707,24.4024,0.771,0.176,0.821,0.842,0.559,0.5,4916,2419,2497,49.2,8.8,0.918,1,New Jersey Devils,20032004,New Jersey Devils2004,0
82,38,29,4,91,55.5,2.89,2.561,16.7,54,323,85.5,28.5488,27.3659,0.692,0.256,0.7,0.839,0.524,0.405,5335,2631,2704,49.3,10.1,0.906,2,New York Islanders,20032004,New York Islanders2004,0
82,27,40,8,69,42.1,2.512,3.049,14.3,46,322,79.4,29.4634,29.2195,0.5,0.167,0.708,0.786,0.317,0.342,5100,2619,2481,51.4,8.5,0.896,3,New York Rangers,20032004,New York Rangers2004,1
82,40,21,6,101,61.6,2.793,2.268,20.7,65,314,83.3,29.4024,25.5122,0.636,0.316,0.793,0.917,0.44,0.533,5081,2555,2526,50.3,9.5,0.911,4,Philadelphia Flyers,20032004,Philadelphia Flyers2004,0
82,23,47,4,58,35.4,2.317,3.695,18.1,65,360,77.2,24.7439,33.1707,0.581,0.098,0.5,0.636,0.421,0.242,5548,2620,2928,47.2,9.4,0.889,5,Pittsburgh Penguins,20032004,Pittsburgh Penguins2004,1
82,41,19,7,104,63.4,2.549,2.293,16,48,300,83.6,30.4878,27.8049,0.588,0.438,0.842,0.774,0.6,0.355,5384,2807,2577,52.1,8.4,0.918,6,Boston Bruins,20032004,Boston Bruins2004,0
82,37,34,4,85,51.8,2.683,2.695,15.8,58,367,84.8,28.061,28.5366,0.609,0.25,0.72,0.774,0.564,0.341,5618,2823,2795,50.2,9.6,0.906,7,Buffalo Sabres,20032004,Buffalo Sabres2004,1
82,41,30,4,93,56.7,2.537,2.341,17.2,55,319,82.5,27.6829,28.5854,0.667,0.226,0.741,0.882,0.564,0.429,5117,2643,2474,51.6,9.2,0.918,8,Montreal Canadiens,20032004,Montreal Canadiens2004,0
82,43,23,6,102,62.2,3.195,2.305,21.6,80,371,83.6,29.5244,24.878,0.667,0.351,0.758,0.805,0.588,0.407,5364,2524,2840,47,10.8,0.907,9,Ottawa Senators,20032004,Ottawa Senators2004,0
82,45,24,3,103,62.8,2.951,2.488,20.1,75,373,83.4,27.4756,26.4268,0.744,0.333,0.793,0.868,0.59,0.541,5386,2808,2578,52.1,10.7,0.906,10,Toronto Maple Leafs,20032004,Toronto Maple Leafs2004,0
82,28,34,6,76,46.3,2.098,2.549,10.7,41,384,81.6,29.1951,26.2195,0.567,0.212,0.632,0.821,0.313,0.308,5348,2934,2414,54.9,7.2,0.903,12,Carolina Hurricanes,20032004,Carolina Hurricanes2004,1
82,28,35,4,75,45.7,2.293,2.695,16.8,52,310,86.4,27.7195,34.4878,0.528,0.196,0.5,0.607,0.3,0.35,5285,2435,2850,46.1,8.3,0.922,13,Florida Panthers,20032004,Florida Panthers2004,1
82,46,22,6,106,64.6,2.988,2.341,16.2,55,339,84.9,30,25.4268,0.68,0.375,0.794,0.842,0.519,0.654,5171,2585,2586,50,10,0.908,14,Tampa Bay Lightning,20032004,Tampa Bay Lightning2004,0
82,23,46,3,59,36,2.268,3.085,19.2,64,334,81.3,23.7317,31.5366,0.472,0.13,0.737,0.87,0.25,0.27,5108,2502,2606,49,9.6,0.902,15,Washington Capitals,20032004,Washington Capitals2004,1
82,20,43,8,59,36,2.293,3.159,15.8,55,349,83.5,29.2805,30.7439,0.333,0.184,0.45,0.56,0.171,0.286,5456,2693,2763,49.4,7.8,0.897,16,Chicago Blackhawks,20032004,Chicago Blackhawks2004,1
82,48,21,2,109,66.5,3.11,2.305,20.1,63,314,86.8,30.2927,26.2317,0.787,0.314,0.75,0.841,0.551,0.643,5259,2763,2496,52.5,10.3,0.912,17,Detroit Red Wings,20032004,Detroit Red Wings2004,0
82,38,29,4,91,55.5,2.634,2.646,16.9,72,426,81.8,27.1585,28.4756,0.61,0.317,0.69,0.778,0.424,0.468,5414,2645,2769,48.9,9.7,0.907,18,Nashville Predators,20032004,Nashville Predators2004,0
82,39,30,2,91,55.5,2.329,2.415,17.9,61,341,84.5,27.1098,25.6463,0.619,0.325,0.767,0.818,0.528,0.385,5237,2615,2622,49.9,8.6,0.906,19,St. Louis Blues,20032004,St. Louis Blues2004,0
82,42,30,3,94,57.3,2.439,2.146,15.1,54,357,84.7,27.4146,25.4878,0.707,0.317,0.952,0.818,0.523,0.471,5548,2812,2736,50.7,8.9,0.916,20,Calgary Flames,20032004,Calgary Flames2004,0
82,40,22,7,100,61,2.878,2.415,20.4,74,363,83.8,29.4024,28.3537,0.596,0.343,0.677,0.8,0.511,0.5,5401,2701,2700,50,9.8,0.915,21,Colorado Avalanche,20032004,Colorado Avalanche2004,0
82,36,29,5,89,54.3,2.695,2.537,13,44,338,81.1,28.439,26.5244,0.657,0.277,0.652,0.889,0.415,0.5,5303,2699,2604,50.9,9.5,0.904,22,Edmonton Oilers,20032004,Edmonton Oilers2004,1
82,43,24,5,101,61.6,2.866,2.366,15,56,374,86,29.0122,26.622,0.646,0.353,0.594,0.867,0.523,0.529,5365,2747,2618,51.2,9.9,0.911,23,Vancouver Canucks,20032004,Vancouver Canucks2004,0
82,29,35,8,76,46.3,2.244,2.598,18.1,56,310,84.7,29.7317,29.7927,0.526,0.205,0.556,0.792,0.361,0.341,5208,2882,2326,55.3,7.5,0.913,24,Anaheim Ducks,20032004,Anaheim Ducks2004,1
82,41,26,2,97,59.1,2.366,2.134,15.8,52,328,85.8,26.7805,23.1951,0.732,0.268,0.857,0.818,0.577,0.346,5052,2597,2455,51.4,8.8,0.908,25,Dallas Stars,20032004,Dallas Stars2004,0
82,28,29,9,81,49.4,2.5,2.646,14,50,356,80.7,28.6463,26.9878,0.545,0.105,0.481,0.727,0.395,0.257,5537,2829,2708,51.1,8.7,0.902,26,Los Angeles Kings,20032004,Los Angeles Kings2004,1
82,43,21,6,104,63.4,2.671,2.232,16.6,56,337,85.3,28.0488,28.939,0.667,0.351,0.694,0.872,0.556,0.523,5432,2632,2800,48.5,9.5,0.923,28,San Jose Sharks,20032004,San Jose Sharks2004,0
82,25,45,4,62,37.8,2.159,2.902,14.5,58,401,85.2,27.8049,31.9878,0.405,0.222,0.692,0.76,0.48,0.245,5471,2615,2856,47.8,7.8,0.909,29,Columbus Blue Jackets,20032004,Columbus Blue Jackets2004,1
82,30,29,3,83,50.6,2.293,2.232,13.6,46,338,84.5,24.1707,29.061,0.478,0.222,0.516,0.625,0.458,0.34,5330,2487,2843,46.7,9.5,0.923,30,Minnesota Wild,20032004,Minnesota Wild2004,1
82,46,27,9,101,61.6,2.841,2.744,17.8,78,439,81.9,29.2073,29.3049,0.696,0.389,0.844,0.886,0.543,0.512,4691,2322,2369,49.5,9.7,0.906,1,New Jersey Devils,20052006,New Jersey Devils2006,0
82,36,40,6,78,47.6,2.695,3.354,16.9,76,450,79.2,30.2561,31.0854,0.649,0.267,0.64,0.852,0.471,0.422,4987,2427,2560,48.7,8.9,0.892,2,New York Islanders,20052006,New York Islanders2006,1
82,44,26,12,100,61,3.049,2.573,18.9,83,440,83.7,29.8537,28.7561,0.702,0.314,0.829,0.853,0.512,0.553,4587,2178,2409,47.5,10.2,0.911,3,New York Rangers,20052006,New York Rangers2006,0
82,45,26,11,101,61.6,3.207,3.085,18,80,444,79.1,31.122,28.9268,0.689,0.378,0.767,0.769,0.58,0.517,4819,2384,2435,49.5,10.3,0.893,4,Philadelphia Flyers,20052006,Philadelphia Flyers2006,0
82,22,46,14,58,35.4,2.963,3.78,19,94,495,78.8,28.0122,33.2073,0.594,0.06,0.722,0.81,0.32,0.25,4951,2274,2677,45.9,10.6,0.886,5,Pittsburgh Penguins,20052006,Pittsburgh Penguins2006,1
82,29,37,16,74,45.1,2.78,3.146,14.8,62,418,83.7,30.622,32.1098,0.525,0.19,0.556,0.697,0.419,0.32,5125,2667,2458,52,9.1,0.902,6,Boston Bruins,20052006,Boston Bruins2006,1
82,52,24,6,110,67.1,3.366,2.854,21.2,101,477,86.6,30.6098,30.5122,0.8,0.432,0.875,0.892,0.689,0.576,5058,2512,2546,49.7,11,0.906,7,Buffalo Sabres,20052006,Buffalo Sabres2006,0
82,42,31,9,93,56.7,2.939,2.976,19.2,89,463,81.1,30.122,30.5732,0.738,0.275,0.731,0.774,0.553,0.465,4950,2442,2508,49.3,9.8,0.903,8,Montreal Canadiens,20052006,Montreal Canadiens2006,0
82,52,21,9,113,68.9,3.805,2.5,20.8,102,490,84.7,34.2805,28.5854,0.87,0.333,0.865,0.956,0.673,0.591,5019,2523,2496,50.3,11.1,0.913,9,Ottawa Senators,20052006,Ottawa Senators2006,0
