gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,powerPlayPercentage,powerPlayGoals,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg,id,name,year_range,name_year,failed_playoff_flag
80,46,25,0,101,63.1,3.613,2.9,23.6,83,352,83.2,32.6375,26.8375,0.682,0.444,0.741,0.769,0.603,0.476,0,0,0,0,11.1,0.892,6,Boston Bruins,19891990,Boston Bruins1990,0
80,45,27,0,98,61.3,3.575,3.1,22.1,79,358,83.5,30.2,31.55,0.703,0.442,0.76,0.861,0.657,0.537,0,0,0,0,11.8,0.902,7,Buffalo Sabres,19891990,Buffalo Sabres1990,0
80,41,28,0,93,58.1,3.6,2.925,15.9,54,340,80.7,31.1,28.75,0.705,0.278,0.76,0.829,0.56,0.429,0,0,0,0,11.6,0.898,8,Montreal Canadiens,19891990,Montreal Canadiens1990,0
80,38,38,0,80,50,4.213,4.475,23.3,81,348,78.2,30.4375,34.975,0.625,0.325,0.625,0.833,0.583,0.429,0,0,0,0,13.8,0.872,10,Toronto Maple Leafs,19891990,Toronto Maple Leafs1990,0
80,36,38,0,78,48.8,3.55,3.438,17,70,412,80.8,30.2625,29.05,0.643,0.237,0.724,0.75,0.419,0.471,0,0,0,0,11.7,0.882,15,Washington Capitals,19891990,Washington Capitals1990,0
80,41,33,0,88,55,3.95,3.675,22.9,80,349,80.2,33,27.35,0.667,0.386,0.735,0.917,0.589,0.3,0,0,0,0,12,0.866,16,Chicago Blackhawks,19891990,Chicago Blackhawks1990,0
80,28,38,0,70,43.8,3.6,4.038,16.4,58,354,75.3,28.275,31.0625,0.485,0.255,0.65,0.696,0.483,0.304,0,0,0,0,12.7,0.87,17,Detroit Red Wings,19891990,Detroit Red Wings1990,1
80,37,34,0,83,51.9,3.688,3.488,22.5,79,351,80.9,29.1625,29.5,0.61,0.308,0.71,0.833,0.417,0.488,0,0,0,0,12.6,0.882,19,St. Louis Blues,19891990,St. Louis Blues1990,0
80,42,23,0,99,61.9,4.35,3.313,27.7,99,357,79.2,34.35,25.3375,0.61,0.436,0.686,0.738,0.545,0.429,0,0,0,0,12.7,0.869,20,Calgary Flames,19891990,Calgary Flames1990,0
80,38,28,0,90,56.3,3.938,3.538,20.6,84,407,80.3,28.15,29.0625,0.625,0.25,0.743,0.816,0.486,0.41,0,0,0,0,14,0.878,22,Edmonton Oilers,19891990,Edmonton Oilers1990,0
80,25,41,0,64,40,3.063,3.825,17.1,64,374,74.8,28.8375,30.3375,0.514,0.14,0.632,0.81,0.429,0.222,0,0,0,0,10.6,0.874,23,Vancouver Canucks,19891990,Vancouver Canucks1990,1
80,34,39,0,75,46.9,4.225,4.213,22.2,76,343,76,29.65,31.0375,0.703,0.186,0.71,0.786,0.406,0.435,0,0,0,0,14.2,0.864,26,Los Angeles Kings,19891990,Los Angeles Kings1990,0
80,32,33,0,79,49.4,3.4,3.3,19.9,69,347,79.7,31.1875,27.95,0.625,0.175,0.647,0.852,0.426,0.357,0,0,0,0,10.9,0.882,1,New Jersey Devils,19901991,New Jersey Devils1991,0
80,25,45,0,60,37.5,2.788,3.625,16.1,51,317,77.9,27.1,31.1875,0.514,0.156,0.565,0.731,0.333,0.288,0,0,0,0,10.3,0.884,2,New York Islanders,19901991,New York Islanders1991,1
80,36,31,0,85,53.1,3.713,3.313,23.6,92,389,79.8,30.55,31.875,0.61,0.282,0.636,0.771,0.676,0.3,0,0,0,0,12.2,0.896,3,New York Rangers,19901991,New York Rangers1991,0
80,33,37,0,76,47.5,3.15,3.338,20.1,68,338,80.8,28.55,28.675,0.6,0.171,0.667,0.75,0.5,0.27,0,0,0,0,11,0.884,4,Philadelphia Flyers,19901991,Philadelphia Flyers1991,1
80,41,33,0,88,55,4.275,3.813,22.9,89,388,79.2,30.2,34.0375,0.649,0.395,0.714,0.861,0.655,0.404,0,0,0,0,14.2,0.888,5,Pittsburgh Penguins,19901991,Pittsburgh Penguins1991,0
80,44,24,0,100,62.5,3.738,3.3,21.1,74,351,82.6,31.4,28,0.704,0.231,0.711,0.878,0.591,0.5,0,0,0,0,11.9,0.882,6,Boston Bruins,19901991,Boston Bruins1991,0
80,31,30,0,81,50.6,3.65,3.475,18.2,73,400,83.2,30.125,30.4,0.513,0.268,0.708,0.767,0.417,0.368,0,0,0,0,12.1,0.886,7,Buffalo Sabres,19901991,Buffalo Sabres1991,0
80,39,30,0,89,55.6,3.413,3.113,18.5,66,357,80.8,29.8125,28.95,0.692,0.293,0.655,0.966,0.538,0.417,0,0,0,0,11.4,0.892,8,Montreal Canadiens,19901991,Montreal Canadiens1991,0
80,23,46,0,57,35.6,3.013,3.975,17.6,61,346,77.5,29.2875,32.1625,0.341,0.231,0.5,0.727,0.393,0.239,0,0,0,0,10.3,0.876,10,Toronto Maple Leafs,19901991,Toronto Maple Leafs1991,1
80,37,36,0,81,50.6,3.225,3.225,18.8,64,340,86,29.625,26.4,0.61,0.308,0.594,0.806,0.577,0.28,0,0,0,0,10.9,0.878,15,Washington Capitals,19901991,Washington Capitals1991,0
80,49,23,0,106,66.3,3.55,2.638,22.1,87,393,83.8,32.05,27.675,0.756,0.429,0.833,0.837,0.655,0.565,0,0,0,0,11.1,0.905,16,Chicago Blackhawks,19901991,Chicago Blackhawks1991,0
80,34,38,0,76,47.5,3.413,3.725,16.4,57,347,77.7,28.875,29.4125,0.625,0.225,0.792,0.857,0.576,0.293,0,0,0,0,11.8,0.873,17,Detroit Red Wings,19901991,Detroit Red Wings1991,0
80,47,22,0,105,65.6,3.875,3.125,20.1,70,348,83.8,31.875,29.3125,0.62,0.533,0.744,0.811,0.688,0.37,0,0,0,0,12.2,0.893,19,St. Louis Blues,19901991,St. Louis Blues1991,0
80,46,26,0,100,62.5,4.3,3.288,23.7,91,384,81.7,32.55,27.5,0.606,0.553,0.704,0.775,0.582,0.591,0,0,0,0,13.2,0.88,20,Calgary Flames,19901991,Calgary Flames1991,0
80,37,37,0,80,50,3.4,3.4,17.4,63,361,79.4,27.5875,30.35,0.676,0.279,0.724,0.813,0.484,0.468,0,0,0,0,12.3,0.888,22,Edmonton Oilers,19901991,Edmonton Oilers1991,0
80,28,43,0,65,40.6,3.038,3.938,16.6,65,391,77.6,29.975,29.6375,0.556,0.182,0.591,0.765,0.4,0.351,0,0,0,0,10.1,0.867,23,Vancouver Canucks,19901991,Vancouver Canucks1991,0
80,46,24,0,102,63.8,4.25,3.175,20.5,80,391,83,30.125,30.15,0.66,0.407,0.703,0.867,0.475,0.676,0,0,0,0,14.1,0.895,26,Los Angeles Kings,19901991,Los Angeles Kings1991,0
80,38,31,0,87,54.4,3.613,3.238,17.5,59,338,81.8,31.1875,28.625,0.711,0.262,0.793,0.805,0.49,0.414,0,0,0,0,11.6,0.887,1,New Jersey Devils,19911992,New Jersey Devils1992,0
80,34,35,0,79,49.4,3.638,3.738,22.1,75,339,76.5,27.825,32.875,0.647,0.261,0.724,0.758,0.409,0.436,0,0,0,0,13.1,0.886,2,New York Islanders,19911992,New York Islanders1992,1
80,50,25,0,105,65.6,4.013,3.075,20.9,81,387,84.8,32.9125,31.7875,0.66,0.576,0.73,0.833,0.644,0.606,0,0,0,0,12.2,0.903,3,New York Rangers,19911992,New York Rangers1992,0
80,32,37,0,75,46.9,3.15,3.413,16.6,68,411,80.6,29.05,28.6875,0.525,0.275,0.71,0.828,0.487,0.297,0,0,0,0,10.8,0.881,4,Philadelphia Flyers,19911992,Philadelphia Flyers1992,1
80,39,32,0,87,54.4,4.288,3.85,21.8,92,423,79.9,31.775,31.475,0.625,0.281,0.765,0.844,0.525,0.485,0,0,0,0,13.5,0.878,5,Pittsburgh Penguins,19911992,Pittsburgh Penguins1992,0
80,36,32,0,84,52.5,3.375,3.438,19,77,406,80.2,33.3,29.2375,0.683,0.205,0.724,0.789,0.434,0.462,0,0,0,0,10.1,0.882,6,Boston Bruins,19911992,Boston Bruins1992,0
80,31,37,0,74,46.3,3.613,3.738,22.5,105,466,78.5,32.5,32.25,0.487,0.293,0.68,0.84,0.447,0.325,0,0,0,0,11.1,0.884,7,Buffalo Sabres,19911992,Buffalo Sabres1992,0
80,41,28,0,93,58.1,3.338,2.588,19.5,74,379,81.2,30.5375,27.8375,0.618,0.28,0.722,0.778,0.563,0.448,0,0,0,0,10.9,0.907,8,Montreal Canadiens,19911992,Montreal Canadiens1992,0
80,30,43,0,67,41.9,2.925,3.675,17.5,66,377,80.9,30.3125,31.125,0.561,0.179,0.792,0.87,0.514,0.275,0,0,0,0,9.6,0.882,10,Toronto Maple Leafs,19911992,Toronto Maple Leafs1992,1
80,45,27,0,98,61.3,4.125,3.438,22.3,92,412,83.7,31.0125,28.3875,0.659,0.462,0.793,0.829,0.7,0.269,0,0,0,0,13.3,0.879,15,Washington Capitals,19911992,Washington Capitals1992,0
80,36,29,0,87,54.4,3.213,2.95,17.3,81,467,84.2,33.075,25.35,0.56,0.267,0.697,0.778,0.5,0.25,0,0,0,0,9.7,0.884,16,Chicago Blackhawks,19911992,Chicago Blackhawks1992,0
80,43,25,0,98,61.3,4,3.2,18.6,72,386,81.4,30.975,27.975,0.674,0.353,0.73,0.946,0.596,0.452,0,0,0,0,12.9,0.886,17,Detroit Red Wings,19911992,Detroit Red Wings1992,0
80,36,33,0,83,51.9,3.488,3.325,19.2,69,359,83.5,29.7,33.8375,0.677,0.306,0.773,0.886,0.577,0.373,0,0,0,0,11.7,0.902,19,St. Louis Blues,19911992,St. Louis Blues1992,0
80,31,37,0,74,46.3,3.7,3.813,21,87,414,78.1,30.9,30.875,0.576,0.255,0.667,0.778,0.342,0.41,0,0,0,0,12,0.877,20,Calgary Flames,19911992,Calgary Flames1992,1
80,36,34,0,82,51.3,3.688,3.713,18.6,68,366,78,27.7125,31.0625,0.643,0.237,0.719,0.75,0.56,0.392,0,0,0,0,13.3,0.88,22,Edmonton Oilers,19911992,Edmonton Oilers1992,0
80,42,26,0,96,60,3.563,3.125,19.4,85,439,80.1,33.3625,28.7375,0.75,0.341,0.667,0.813,0.556,0.417,0,0,0,0,10.7,0.891,23,Vancouver Canucks,19911992,Vancouver Canucks1992,0
80,35,31,0,84,52.5,3.588,3.7,19.2,79,411,81.8,30.2375,33.2875,0.514,0.372,0.553,0.757,0.5,0.413,0,0,0,0,11.9,0.889,26,Los Angeles Kings,19911992,Los Angeles Kings1992,0
80,17,58,0,39,24.4,2.738,4.488,17.1,64,374,78.1,29.25,36.25,0.379,0.118,0.389,0.625,0.368,0.164,0,0,0,0,9.4,0.876,28,San Jose Sharks,19911992,San Jose Sharks1992,1
84,40,37,0,87,51.8,3.667,3.56,19.2,77,400,81.4,33.0238,29.8095,0.641,0.333,0.769,0.838,0.51,0.452,0,0,0,0,11.1,0.881,1,New Jersey Devils,19921993,New Jersey Devils1993,0
84,40,37,0,87,51.8,3.988,3.536,21.6,90,416,79.5,31.0238,29.4167,0.596,0.324,0.684,0.8,0.457,0.528,0,0,0,0,12.9,0.88,2,New York Islanders,19921993,New York Islanders1993,0
84,34,39,0,79,47,3.619,3.667,18.3,77,420,81.2,33.2619,33.6786,0.625,0.205,0.64,0.774,0.452,0.366,0,0,0,0,10.9,0.891,3,New York Rangers,19921993,New York Rangers1993,1
84,36,37,0,83,49.4,3.798,3.798,18.1,72,399,77.4,29.7619,31.7976,0.585,0.279,0.846,0.857,0.485,0.383,0,0,0,0,12.8,0.881,4,Philadelphia Flyers,19921993,Philadelphia Flyers1993,1
84,56,21,0,119,70.8,4.369,3.19,23.9,105,440,83.2,32.4405,30.7262,0.698,0.571,0.809,0.909,0.667,0.647,0,0,0,0,13.5,0.896,5,Pittsburgh Penguins,19921993,Pittsburgh Penguins1993,0
84,51,26,0,109,64.9,3.952,3.19,20.9,91,435,83,34.4405,26.1071,0.82,0.294,0.85,0.863,0.652,0.429,0,0,0,0,11.5,0.878,6,Boston Bruins,19921993,Boston Bruins1993,0
84,38,36,0,86,51.2,3.988,3.536,20.3,95,467,83.5,31.7976,31.881,0.628,0.268,0.677,0.824,0.528,0.357,0,0,0,0,12.5,0.889,7,Buffalo Sabres,19921993,Buffalo Sabres1993,0
84,48,30,0,102,60.7,3.881,3.333,18.4,79,430,82,31.7738,30.0119,0.714,0.429,0.774,0.971,0.745,0.371,0,0,0,0,12.2,0.889,8,Montreal Canadiens,19921993,Montreal Canadiens1993,0
84,10,70,0,24,14.3,2.405,4.702,14.7,66,448,75,27.1548,31.8333,0.185,0.088,0.231,0.667,0.12,0.113,0,0,0,0,8.9,0.852,9,Ottawa Senators,19921993,Ottawa Senators1993,1
84,44,29,0,99,58.9,3.429,2.869,21,98,466,82.4,30.369,29.0476,0.694,0.286,0.684,0.878,0.522,0.5,0,0,0,0,11.3,0.901,10,Toronto Maple Leafs,19921993,Toronto Maple Leafs1993,0
84,23,54,0,53,31.5,2.917,3.952,17.4,74,424,74.4,30.2262,30.4048,0.455,0.157,0.545,0.667,0.231,0.317,0,0,0,0,9.6,0.87,14,Tampa Bay Lightning,19921993,Tampa Bay Lightning1993,1
84,43,34,0,93,55.4,3.869,3.405,21.8,97,445,82.9,32.2024,28.4048,0.683,0.349,0.688,0.868,0.508,0.45,0,0,0,0,12,0.88,15,Washington Capitals,19921993,Washington Capitals1993,0
84,47,25,0,106,63.1,3.321,2.738,18.4,94,510,83.5,32.2262,27.3214,0.686,0.364,0.742,0.905,0.542,0.545,0,0,0,0,10.3,0.9,16,Chicago Blackhawks,19921993,Chicago Blackhawks1993,0
84,47,28,0,103,61.3,4.393,3.333,24.9,113,454,81.2,32.9167,28.869,0.756,0.333,0.805,0.949,0.667,0.394,0,0,0,0,13.3,0.885,17,Detroit Red Wings,19921993,Detroit Red Wings1993,0
84,37,36,0,85,50.6,3.357,3.31,21.9,93,425,83.7,29.0357,33.8095,0.651,0.22,0.667,0.844,0.652,0.356,0,0,0,0,11.6,0.902,19,St. Louis Blues,19921993,St. Louis Blues1993,0
84,43,30,0,97,57.7,3.833,3.357,19,85,447,83.1,31.3929,29.4762,0.64,0.324,0.6,0.848,0.585,0.436,0,0,0,0,12.2,0.886,20,Calgary Flames,19921993,Calgary Flames1993,0
84,26,50,0,60,35.7,2.881,4.012,15.9,66,416,77.2,27.9405,33.7619,0.441,0.22,0.478,0.593,0.4,0.236,0,0,0,0,10.3,0.881,22,Edmonton Oilers,19921993,Edmonton Oilers1993,1
84,46,29,0,101,60.1,4.119,3.31,17.3,79,457,78.5,31.6905,29.4405,0.744,0.341,0.938,0.884,0.608,0.452,0,0,0,0,13,0.888,23,Vancouver Canucks,19921993,Vancouver Canucks1993,0
84,39,35,0,88,52.4,4.024,4.048,20.1,102,507,78.5,33.9881,34.381,0.689,0.205,0.8,0.806,0.432,0.477,0,0,0,0,11.8,0.882,26,Los Angeles Kings,19921993,Los Angeles Kings1993,0
84,11,71,0,24,14.3,2.595,4.929,16.1,66,409,76.6,28.381,36.6667,0.25,0.071,0.5,0.583,0.25,0.094,0,0,0,0,9.1,0.866,28,San Jose Sharks,19921993,San Jose Sharks1993,1
84,47,25,0,106,63.1,3.643,2.619,18.3,61,333,81.1,31.631,29.0119,0.717,0.368,0.897,0.921,0.607,0.444,0,0,0,0,11.5,0.91,1,New Jersey Devils,19931994,New Jersey Devils1994,0
84,36,36,0,84,50,3.357,3.143,20.1,74,369,81.1,29.8929,30.4881,0.643,0.214,0.667,0.811,0.333,0.477,0,0,0,0,11.2,0.897,2,New York Islanders,19931994,New York Islanders1994,0
84,52,24,0,112,66.7,3.56,2.75,23,96,417,84.6,34.1786,27.7143,0.691,0.483,0.784,0.909,0.639,0.591,0,0,0,0,10.4,0.901,3,New York Rangers,19931994,New York Rangers1994,0
84,35,39,0,80,47.6,3.5,3.738,20.8,80,385,80.7,28.6786,31.7024,0.618,0.28,0.69,0.8,0.452,0.392,0,0,0,0,12.2,0.882,4,Philadelphia Flyers,19931994,Philadelphia Flyers1994,1
84,44,27,0,101,60.1,3.56,3.393,18.8,76,404,82,32.5119,31.8571,0.69,0.357,0.677,0.865,0.548,0.5,0,0,0,0,10.9,0.893,5,Pittsburgh Penguins,19931994,Pittsburgh Penguins1994,0
84,42,29,0,97,57.7,3.44,3,21.7,84,387,84.7,35.4762,25.1548,0.634,0.372,0.75,0.897,0.493,0.545,0,0,0,0,9.7,0.881,6,Boston Bruins,19931994,Boston Bruins1994,0
84,43,32,0,95,56.5,3.357,2.595,22.6,96,424,84.7,28.2024,29.3095,0.633,0.343,0.676,0.731,0.513,0.548,0,0,0,0,11.9,0.911,7,Buffalo Sabres,19931994,Buffalo Sabres1994,0
84,41,29,0,96,57.1,3.369,2.952,20.1,78,388,82.6,31.2024,30.1548,0.69,0.286,0.781,0.825,0.442,0.526,0,0,0,0,10.8,0.902,8,Montreal Canadiens,19931994,Montreal Canadiens1994,0
84,14,61,0,37,22,2.393,4.726,14.5,63,435,73.3,25.5833,33.0476,0.3,0.093,0.368,0.533,0.214,0.149,0,0,0,0,9.4,0.857,9,Ottawa Senators,19931994,Ottawa Senators1994,1
84,43,29,0,98,58.3,3.333,2.893,19.2,88,459,81.9,30.119,30.4048,0.65,0.386,0.64,0.875,0.537,0.487,0,0,0,0,11.1,0.905,10,Toronto Maple Leafs,19931994,Toronto Maple Leafs1994,0
84,33,34,0,83,49.4,2.774,2.774,15.9,65,409,82.6,27.2738,33.4286,0.556,0.1,0.618,0.857,0.182,0.467,0,0,0,0,10.2,0.917,13,Florida Panthers,19931994,Florida Panthers1994,1
84,30,43,0,71,42.3,2.667,2.988,14.7,57,388,82.7,29.7976,27.3333,0.595,0.17,0.64,0.759,0.392,0.313,0,0,0,0,8.9,0.891,14,Tampa Bay Lightning,19931994,Tampa Bay Lightning1994,1
84,39,35,0,88,52.4,3.298,3.131,18.1,70,386,81.6,31.0238,25.8571,0.63,0.263,0.758,0.844,0.542,0.286,0,0,0,0,10.6,0.879,15,Washington Capitals,19931994,Washington Capitals1994,0
84,39,36,0,87,51.8,3.024,2.857,17.5,67,383,83.4,30.2976,29.2619,0.633,0.229,0.676,0.789,0.478,0.457,0,0,0,0,10,0.902,16,Chicago Blackhawks,19931994,Chicago Blackhawks1994,0
84,46,30,0,100,59.5,4.238,3.274,20.8,85,408,80.9,35.5952,27.4167,0.706,0.303,0.707,0.907,0.619,0.368,0,0,0,0,11.9,0.881,17,Detroit Red Wings,19931994,Detroit Red Wings1994,0
84,40,33,0,91,54.2,3.214,3.369,20.5,86,420,81.2,30.5952,35.0714,0.667,0.286,0.64,0.793,0.519,0.481,0,0,0,0,10.5,0.904,19,St. Louis Blues,19931994,St. Louis Blues1994,0
84,42,29,0,97,57.7,3.595,3.048,21.2,87,410,80.7,31.4286,27.5119,0.644,0.333,0.786,0.889,0.577,0.387,0,0,0,0,11.4,0.889,20,Calgary Flames,19931994,Calgary Flames1994,0
84,25,45,0,64,38.1,3.107,3.631,18.4,74,402,80.5,30.3452,34.4167,0.39,0.209,0.519,0.833,0.208,0.352,0,0,0,0,10.2,0.895,22,Edmonton Oilers,19931994,Edmonton Oilers1994,1
84,41,40,0,85,50.6,3.321,3.286,18.8,83,441,81.7,31.25,27.2024,0.568,0.4,0.833,0.912,0.519,0.407,0,0,0,0,10.6,0.879,23,Vancouver Canucks,19931994,Vancouver Canucks1994,0
84,33,46,0,71,42.3,2.726,2.988,14.4,54,376,82.7,28.5952,31.1429,0.571,0.265,0.714,0.75,0.29,0.447,0,0,0,0,9.5,0.904,24,Anaheim Ducks,19931994,Anaheim Ducks1994,1
84,42,29,0,97,57.7,3.405,3.155,18.4,81,440,84.1,30.4524,30.8214,0.575,0.432,0.667,0.833,0.622,0.432,0,0,0,0,11.2,0.898,25,Dallas Stars,19931994,Dallas Stars1994,0
84,27,45,0,66,39.3,3.5,3.833,20.7,92,444,80.5,32.9643,36.2619,0.421,0.239,0.44,0.677,0.306,0.319,0,0,0,0,10.6,0.894,26,Los Angeles Kings,19931994,Los Angeles Kings1994,1
84,33,35,0,82,48.8,3,3.155,16,68,424,78.6,25.0119,28.4405,0.538,0.267,0.727,0.733,0.417,0.393,0,0,0,0,12,0.889,28,San Jose Sharks,19931994,San Jose Sharks1994,0
48,22,18,0,52,54.2,2.833,2.521,13.4,22,164,81.2,30.0833,25.375,0.6,0.304,0.667,0.714,0.533,0.313,0,0,0,0,9.4,0.901,1,New Jersey Devils,19941995,New Jersey Devils1995,0
48,15,28,0,35,36.5,2.625,3.292,15.7,28,178,78.4,28.2708,30.1667,0.368,0.276,0.5,0.8,0.235,0.379,0,0,0,0,9.3,0.891,2,New York Islanders,19941995,New York Islanders1995,1
48,22,23,0,47,49,2.896,2.792,20,40,200,83.9,31.8542,26.3125,0.583,0.333,0.643,0.938,0.5,0.364,0,0,0,0,9.1,0.894,3,New York Rangers,19941995,New York Rangers1995,0
48,28,16,0,60,62.5,3.125,2.75,19.6,40,204,80.8,27.375,26.8542,0.72,0.435,0.85,0.882,0.741,0.381,0,0,0,0,11.4,0.898,4,Philadelphia Flyers,19941995,Philadelphia Flyers1995,0
48,29,16,0,61,63.5,3.771,3.292,19,42,221,79.9,29.1667,32.875,0.65,0.571,0.75,0.913,0.5,0.667,0,0,0,0,12.9,0.9,5,Pittsburgh Penguins,19941995,Pittsburgh Penguins1995,0
48,27,18,0,57,59.4,3.125,2.646,21.8,46,211,86.9,34.3958,24.3333,0.64,0.478,0.875,0.941,0.558,0.6,0,0,0,0,9.1,0.891,6,Boston Bruins,19941995,Boston Bruins1995,0
48,22,19,0,51,53.1,2.708,2.479,18.6,45,242,85.5,26.5833,30.375,0.556,0.333,0.625,0.875,0.467,0.438,0,0,0,0,10.2,0.918,7,Buffalo Sabres,19941995,Buffalo Sabres1995,0
48,18,23,0,43,44.8,2.604,3.083,16.3,28,172,80.6,28.6667,31.9167,0.545,0.231,0.8,0.75,0.316,0.407,0,0,0,0,9.1,0.903,8,Montreal Canadiens,19941995,Montreal Canadiens1995,1
48,9,34,0,23,24,2.438,3.625,14.4,31,215,80.4,25.9792,32.5208,0.286,0.111,0.556,0.667,0.167,0.147,0,0,0,0,9.4,0.889,9,Ottawa Senators,19941995,Ottawa Senators1995,1
48,21,19,0,50,52.1,2.813,3.042,17,37,218,84.9,31.6667,31.9167,0.533,0.278,0.647,0.895,0.571,0.375,0,0,0,0,8.9,0.905,10,Toronto Maple Leafs,19941995,Toronto Maple Leafs1995,0
48,20,22,0,46,47.9,2.396,2.646,13.1,29,222,83.2,24.8125,28.4583,0.615,0.182,0.529,0.786,0.5,0.355,0,0,0,0,9.7,0.907,13,Florida Panthers,19941995,Florida Panthers1995,1
48,17,28,0,37,38.5,2.5,3,14.1,25,177,84.4,26.6667,27.6042,0.464,0.2,0.563,0.789,0.421,0.292,0,0,0,0,9.4,0.891,14,Tampa Bay Lightning,19941995,Tampa Bay Lightning1995,1
48,22,18,0,52,54.2,2.833,2.5,19.9,45,226,84.5,28.875,24.8333,0.652,0.28,0.714,0.944,0.452,0.438,0,0,0,0,9.8,0.899,15,Washington Capitals,19941995,Washington Capitals1995,0
48,24,19,0,53,55.2,3.25,2.396,24.5,52,212,84.2,30.0625,24.8958,0.625,0.375,0.696,1,0.515,0.467,0,0,0,0,10.8,0.904,16,Chicago Blackhawks,19941995,Chicago Blackhawks1995,0
48,33,11,0,70,72.9,3.75,2.438,24.2,52,215,86.4,32.7292,25.125,0.815,0.524,0.87,0.929,0.667,0.75,0,0,0,0,11.5,0.903,17,Detroit Red Wings,19941995,Detroit Red Wings1995,0
48,28,15,0,61,63.5,3.708,2.813,16.4,36,220,80.3,29.3958,28.25,0.714,0.481,1,0.95,0.615,0.474,0,0,0,0,12.6,0.9,19,St. Louis Blues,19941995,St. Louis Blues1995,0
48,24,17,0,55,57.3,3.396,2.813,18.5,39,211,85.1,30.2292,29.3333,0.708,0.292,0.765,0.778,0.583,0.409,0,0,0,0,11.2,0.904,20,Calgary Flames,19941995,Calgary Flames1995,0
48,17,27,0,38,39.6,2.833,3.813,16.2,42,259,77.7,29.7292,30.6042,0.556,0.233,0.769,0.833,0.45,0.269,0,0,0,0,9.5,0.875,22,Edmonton Oilers,19941995,Edmonton Oilers1995,1
48,18,18,0,48,50,3.188,3.083,19.8,47,238,83.5,32.8958,29.6042,0.556,0.143,0.714,0.75,0.412,0.286,0,0,0,0,9.7,0.896,23,Vancouver Canucks,19941995,Vancouver Canucks1995,0
48,16,27,0,37,38.5,2.604,3.417,11.4,23,202,75.7,28.0417,33.0417,0.65,0.107,0.818,0.824,0.4,0.303,0,0,0,0,9.3,0.897,24,Anaheim Ducks,19941995,Anaheim Ducks1995,1
48,17,23,0,42,43.8,2.833,2.813,15.7,39,248,84.4,31.6667,28.9167,0.414,0.263,0.538,0.765,0.379,0.353,0,0,0,0,8.9,0.903,25,Dallas Stars,19941995,Dallas Stars1995,0
48,16,23,0,41,42.7,2.958,3.625,17.5,35,200,81,30.0625,34.75,0.522,0.16,0.765,0.824,0.294,0.367,0,0,0,0,9.8,0.896,26,Los Angeles Kings,19941995,Los Angeles Kings1995,1
48,19,25,0,42,43.8,2.688,3.354,11.8,24,203,81.2,24,31.6042,0.609,0.2,0.75,0.882,0.333,0.368,0,0,0,0,11.2,0.894,28,San Jose Sharks,19941995,San Jose Sharks1995,0
82,37,33,0,86,52.4,2.622,2.463,14.9,55,368,84.6,32.1585,26.5,0.643,0.25,0.677,0.774,0.475,0.381,0,0,0,0,8.2,0.907,1,New Jersey Devils,19951996,New Jersey Devils1996,1
82,22,50,0,54,32.9,2.793,3.841,18.8,70,372,78.3,28.1707,32.0366,0.413,0.083,0.387,0.643,0.44,0.196,0,0,0,0,9.9,0.88,2,New York Islanders,19951996,New York Islanders1996,1
82,41,27,0,96,58.5,3.317,2.89,19.8,85,429,82,32.5732,30.1585,0.744,0.231,0.852,0.944,0.465,0.529,0,0,0,0,10.2,0.904,3,New York Rangers,19951996,New York Rangers1996,0
82,45,24,0,103,62.8,3.439,2.537,19.7,82,417,85.8,30.8537,25.8902,0.654,0.367,0.758,0.868,0.593,0.417,0,0,0,0,11.1,0.902,4,Philadelphia Flyers,19951996,Philadelphia Flyers1996,0
82,49,29,0,102,62.2,4.415,3.463,25.9,109,420,83.3,32.2561,34.6341,0.765,0.323,0.85,0.889,0.656,0.522,0,0,0,0,13.7,0.9,5,Pittsburgh Penguins,19951996,Pittsburgh Penguins1996,0
82,40,31,0,91,55.5,3.439,3.28,18.7,68,363,80.3,34.6098,26.878,0.61,0.366,0.692,0.735,0.477,0.571,0,0,0,0,9.9,0.878,6,Boston Bruins,19951996,Boston Bruins1996,0
82,33,42,0,73,44.5,3.012,3.195,15.9,76,477,84,28.4512,35.5122,0.636,0.245,0.696,0.852,0.65,0.328,0,0,0,0,10.6,0.91,7,Buffalo Sabres,19951996,Buffalo Sabres1996,1
82,40,32,0,90,54.9,3.232,3.024,19,77,405,82.2,28.8171,32.3902,0.674,0.25,0.727,0.816,0.567,0.469,0,0,0,0,11.2,0.907,8,Montreal Canadiens,19951996,Montreal Canadiens1996,0
82,18,59,0,41,25,2.329,3.549,12.3,53,430,77.9,26.878,30.5366,0.361,0.109,0.421,0.667,0.214,0.235,0,0,0,0,8.7,0.884,9,Ottawa Senators,19951996,Ottawa Senators1996,1
82,34,36,0,80,48.8,3.012,3.073,18.9,83,438,82.6,32.622,31.8415,0.683,0.146,0.714,0.775,0.415,0.405,0,0,0,0,9.2,0.903,10,Toronto Maple Leafs,19951996,Toronto Maple Leafs1996,0
