,aboveMeanAdjWins,failed_playoff_flag
364,-7.928571428571431,1
365,-9.42857142857143,1
366,4.071428571428569,0
367,4.571428571428569,0
368,-3.4285714285714306,1
369,5.071428571428569,0
370,-8.92857142857143,1
371,7.071428571428569,0
372,-2.4285714285714306,1
373,0.0714285714285694,0
374,3.5714285714285694,0
375,6.571428571428569,0
376,2.0714285714285694,0
377,-13.42857142857143,1
378,-8.92857142857143,1
379,-0.9285714285714306,1
380,4.571428571428569,0
381,14.57142857142857,0
382,-8.92857142857143,1
383,5.571428571428569,0
384,-3.9285714285714306,1
385,6.071428571428569,0
386,2.5714285714285694,1
387,3.5714285714285694,0
388,-8.92857142857143,1
389,1.5714285714285694,1
390,4.071428571428569,0
391,6.071428571428569,0
392,-14.92857142857143,1
393,-6.928571428571431,1
394,10.017857142857146,0
395,-2.482142857142854,0
396,-4.982142857142854,1
397,9.517857142857146,0
398,-11.482142857142854,1
399,-0.4821428571428541,0
400,-7.982142857142854,1
401,-5.482142857142854,1
402,12.517857142857146,0
403,5.017857142857146,0
404,-13.482142857142854,1
405,-8.982142857142854,1
406,2.517857142857146,0
407,2.017857142857146,0
408,-4.482142857142854,1
409,11.017857142857146,0
410,-6.982142857142854,1
411,5.517857142857146,0
412,-6.482142857142854,1
413,8.517857142857146,0
414,2.017857142857146,0
415,8.017857142857146,0
416,3.517857142857146,0
417,11.517857142857146,0
418,-4.982142857142854,1
419,-7.482142857142854,1
420,-9.482142857142854,1
421,3.517857142857146,0
422,6.089285714285715,0
423,1.5892857142857153,0
424,-9.410714285714285,1
425,6.589285714285715,0
426,-14.910714285714285,1
427,8.089285714285715,0
428,-1.4107142857142847,1
429,2.5892857142857153,0
430,7.089285714285715,0
431,7.589285714285715,0
432,-5.910714285714285,1
433,-6.410714285714285,1
434,9.089285714285715,0
435,-14.410714285714285,1
436,-14.410714285714285,1
437,10.589285714285715,0
438,1.5892857142857153,0
439,1.5892857142857153,0
440,3.0892857142857153,0
441,6.089285714285715,0
442,0.5892857142857153,1
443,6.589285714285715,0
444,-5.910714285714285,1
445,4.589285714285715,0
446,-3.4107142857142847,1
447,8.089285714285715,0
448,-12.910714285714285,1
449,-2.4107142857142847,1
450,4.607142857142854,0
451,-6.892857142857146,1
452,4.107142857142854,0
453,4.607142857142854,0
454,-16.892857142857146,1
455,-8.892857142857146,1
456,9.107142857142854,0
457,0.6071428571428541,0
458,10.607142857142854,0
459,-0.8928571428571459,1
460,10.107142857142854,0
461,-3.392857142857146,1
462,0.1071428571428541,0
463,-10.892857142857146,1
464,-13.392857142857146,1
465,16.107142857142854,0
466,7.107142857142854,0
467,-17.392857142857146,1
468,5.607142857142854,0
469,1.607142857142854,0
470,1.607142857142854,0
471,0.1071428571428541,1
472,3.107142857142854,0
473,10.107142857142854,0
474,-1.392857142857146,1
475,3.607142857142854,0
476,-8.892857142857146,1
477,-3.892857142857146,1
478,7.482142857142854,0
479,-0.017857142857145902,0
480,0.9821428571428541,0
481,-18.017857142857146,1
482,6.482142857142854,0
483,-8.017857142857146,1
484,10.482142857142854,0
485,-1.017857142857146,1
486,6.482142857142854,0
487,-0.5178571428571459,1
488,-2.017857142857146,1
489,-3.017857142857146,1
490,0.4821428571428541,0
491,-11.017857142857146,1
492,-10.517857142857146,1
493,10.482142857142854,0
494,8.982142857142854,0
495,-5.517857142857146,1
496,1.982142857142854,0
497,1.482142857142854,1
498,-10.517857142857146,1
499,6.482142857142854,0
500,8.982142857142854,0
501,7.482142857142854,0
502,-12.017857142857146,1
503,7.482142857142854,0
504,-9.517857142857146,1
505,5.982142857142854,0
506,3.5535714285714306,0
507,-6.446428571428569,1
508,2.5535714285714306,0
509,1.5535714285714306,0
510,5.053571428571431,0
511,1.0535714285714306,0
512,-0.9464285714285694,1
513,6.053571428571431,0
514,1.0535714285714306,0
515,-4.446428571428569,1
516,0.0535714285714306,1
517,-3.4464285714285694,1
518,-10.44642857142857,1
519,1.0535714285714306,0
520,-1.9464285714285694,1
521,11.55357142857143,0
522,-0.4464285714285694,0
523,-6.446428571428569,1
524,1.0535714285714306,0
525,1.5535714285714306,0
526,-1.9464285714285694,1
527,-1.9464285714285694,1
528,5.053571428571431,0
529,2.5535714285714306,0
530,-10.44642857142857,1
531,8.05357142857143,0
532,-5.946428571428569,1
533,3.0535714285714306,0
534,6.803571428571431,0
535,-15.69642857142857,1
536,1.3035714285714306,0
537,3.3035714285714306,0
538,3.3035714285714306,0
539,11.80357142857143,0
540,-0.6964285714285694,1
541,0.3035714285714306,0
542,-4.696428571428569,1
543,-5.696428571428569,1
544,2.3035714285714306,0
545,0.3035714285714306,1
546,-13.19642857142857,1
547,7.803571428571431,0
548,5.803571428571431,0
549,9.80357142857143,0
550,-2.1964285714285694,1
551,-0.1964285714285694,0
552,2.8035714285714306,0
553,-11.69642857142857,1
554,-3.6964285714285694,1
555,3.8035714285714306,0
556,-0.6964285714285694,0
557,-4.696428571428569,1
558,-6.696428571428569,1
559,12.30357142857143,0
560,-0.1964285714285694,0
561,-1.6964285714285694,1
562,5.589285714285715,0
563,-6.410714285714285,1
564,-2.4107142857142847,1
565,-1.9107142857142847,0
566,4.589285714285715,0
567,-0.4107142857142847,0
568,4.089285714285715,0
569,-1.9107142857142847,0
570,1.0892857142857153,0
571,-8.910714285714285,1
572,-5.910714285714285,1
573,-7.410714285714285,1
574,-5.910714285714285,1
575,14.589285714285715,0
576,10.089285714285715,0
577,5.089285714285715,0
578,4.089285714285715,0
579,-0.9107142857142847,1
580,-0.9107142857142847,1
581,1.5892857142857153,0
582,-14.910714285714285,1
583,5.589285714285715,0
584,-1.4107142857142847,1
585,-1.9107142857142847,1
586,4.589285714285715,0
587,10.589285714285715,0
588,-6.410714285714285,1
589,-3.9107142857142847,1
590,-5.535714285714285,1
591,-9.535714285714285,1
592,0.4642857142857153,0
593,6.964285714285715,0
594,6.964285714285715,0
595,5.464285714285715,0
596,1.9642857142857153,0
597,1.9642857142857153,0
598,-9.035714285714285,1
599,-3.5357142857142847,1
600,-0.5357142857142847,1
601,-10.035714285714285,1
602,5.464285714285715,0
603,7.464285714285715,0
604,2.4642857142857153,0
605,5.964285714285715,0
606,3.4642857142857153,0
607,-2.5357142857142847,1
608,0.9642857142857153,1
609,-12.035714285714285,1
610,-15.035714285714285,1
611,12.464285714285715,0
612,3.4642857142857153,0
613,1.4642857142857153,1
614,2.9642857142857153,0
615,6.464285714285715,0
616,-5.535714285714285,1
617,-3.0357142857142847,1
618,5.086206896551722,0
619,-6.413793103448278,1
620,8.586206896551722,0
621,5.586206896551722,0
622,8.086206896551722,0
623,5.086206896551722,0
624,-1.4137931034482776,1
625,-6.913793103448278,1
626,0.08620689655172242,0
627,-5.913793103448278,1
628,-4.913793103448278,1
629,1.0862068965517224,0
630,-3.9137931034482776,1
631,0.08620689655172242,0
632,4.586206896551722,0
633,5.086206896551722,0
634,6.086206896551722,0
635,8.586206896551722,0
636,-0.9137931034482776,1
637,-1.9137931034482776,1
638,-8.913793103448278,1
639,9.586206896551722,0
640,-5.913793103448278,1
641,-1.4137931034482776,1
642,1.5862068965517224,0
643,2.0862068965517224,0
644,-13.413793103448278,1
645,-5.413793103448278,1
646,-3.9137931034482776,1
647,-3.053571428571427,1
648,0.44642857142857295,0
649,0.946428571428573,0
650,-2.553571428571427,1
651,8.946428571428573,0
652,3.946428571428573,0
653,-3.053571428571427,1
654,4.446428571428573,0
655,0.946428571428573,0
656,1.446428571428573,0
657,-6.053571428571427,1
658,-7.053571428571427,1
659,1.446428571428573,0
660,11.446428571428573,0
661,0.946428571428573,0
662,-6.553571428571427,1
663,2.946428571428573,0
664,-6.053571428571427,1
665,-7.553571428571427,1
666,-4.553571428571427,1
667,2.446428571428573,0
668,5.946428571428573,0
669,-3.053571428571427,1
670,2.446428571428573,0
671,1.446428571428573,0
672,0.44642857142857295,1
673,0.44642857142857295,0
674,-1.553571428571427,1
675,-2.172413793103445,1
676,-6.672413793103445,1
677,1.8275862068965552,0
678,0.8275862068965552,0
679,8.327586206896555,0
680,12.327586206896555,0
681,-20.172413793103445,1
682,3.827586206896555,0
683,-2.172413793103445,1
684,-4.172413793103445,1
685,-4.672413793103445,1
686,-13.172413793103445,1
687,4.327586206896555,0
688,-1.1724137931034448,1
689,7.327586206896555,0
690,0.32758620689655515,0
691,-2.172413793103445,1
692,9.327586206896555,0
693,-7.672413793103445,1
694,9.827586206896555,0
695,-12.672413793103445,1
696,-4.672413793103445,1
697,11.827586206896555,0
698,-0.6724137931034448,0
699,3.827586206896555,0
700,9.327586206896555,0
701,0.32758620689655515,0
702,2.827586206896555,0
703,-4.172413793103445,1
704,-7.100000000000001,1
705,4.399999999999999,0
706,10.399999999999999,0
707,-4.100000000000001,1
708,2.8999999999999986,0
709,1.8999999999999986,1
710,-19.1,1
711,8.899999999999999,0
712,3.3999999999999986,0
713,-12.100000000000001,1
714,-10.600000000000001,1
715,-0.6000000000000014,1
716,7.899999999999999,0
717,4.399999999999999,0
718,4.899999999999999,0
719,3.8999999999999986,0
720,5.899999999999999,0
721,8.399999999999999,0
722,2.3999999999999986,0
723,-1.1000000000000014,1
724,-15.100000000000001,1
725,4.399999999999999,0
726,8.399999999999999,0
727,-0.10000000000000142,1
728,1.3999999999999986,1
729,-1.6000000000000014,1
730,-1.6000000000000014,1
731,3.8999999999999986,0
732,3.3999999999999986,0
733,-18.1,1
734,-3.5833333333333357,1
735,4.416666666666664,0
736,4.916666666666664,0
737,2.4166666666666643,0
738,6.416666666666664,0
739,0.9166666666666643,1
740,-5.083333333333336,1
741,-4.583333333333336,1
742,-3.0833333333333357,1
743,-11.083333333333336,1
744,-2.5833333333333357,1
745,5.916666666666664,0
746,2.9166666666666643,0
747,14.416666666666664,0
748,5.916666666666664,0
749,0.9166666666666643,0
750,2.4166666666666643,0
751,7.916666666666664,0
752,-7.083333333333336,1
753,-4.583333333333336,1
754,-10.583333333333336,1
755,-8.083333333333336,1
756,5.916666666666664,0
757,8.916666666666664,0
758,5.416666666666664,0
759,3.4166666666666643,0
760,-7.583333333333336,1
761,-2.0833333333333357,0
762,-6.583333333333336,1
763,-6.583333333333336,1
764,-10.81666666666667,1
765,1.18333333333333,1
766,5.18333333333333,0
767,-1.81666666666667,1
768,9.68333333333333,0
769,1.68333333333333,0
770,-6.81666666666667,1
771,5.68333333333333,0
772,3.18333333333333,0
773,1.68333333333333,0
774,-2.31666666666667,1
775,-5.31666666666667,1
776,1.18333333333333,1
777,13.18333333333333,0
778,8.68333333333333,0
779,-6.31666666666667,1
780,1.18333333333333,0
781,3.68333333333333,0
782,1.18333333333333,0
783,-21.81666666666667,1
784,5.68333333333333,0
785,-11.31666666666667,1
786,6.68333333333333,0
787,-6.31666666666667,1
788,-2.81666666666667,1
789,3.68333333333333,0
790,8.18333333333333,0
791,7.18333333333333,0
792,-2.31666666666667,1
793,-10.81666666666667,1
794,2.725806451612904,0
795,-5.774193548387096,1
796,-7.274193548387096,1
797,3.225806451612904,0
798,4.225806451612904,0
799,10.225806451612904,0
800,-14.774193548387096,1
801,-10.274193548387096,1
802,-12.274193548387096,1
803,6.725806451612904,0
804,-4.274193548387096,1
805,2.225806451612904,1
806,10.725806451612904,0
807,6.725806451612904,0
808,-7.774193548387096,1
809,-9.274193548387096,1
810,12.725806451612904,0
811,1.225806451612904,1
812,-3.774193548387096,1
813,1.725806451612904,0
814,-6.774193548387096,1
815,-9.274193548387096,1
816,4.725806451612904,0
817,0.2258064516129039,1
818,3.225806451612904,0
819,4.225806451612904,0
820,2.725806451612904,0
821,4.725806451612904,0
822,11.225806451612904,0
823,-10.774193548387096,1
824,8.725806451612904,0
825,-9.37096774193548,1
826,6.12903225806452,0
827,-6.37096774193548,1
828,-4.37096774193548,1
829,4.62903225806452,0
830,8.12903225806452,0
831,-7.37096774193548,1
832,2.6290322580645196,1
833,-13.37096774193548,1
834,4.62903225806452,0
835,4.12903225806452,0
836,-2.3709677419354804,1
837,18.62903225806452,0
838,6.62903225806452,0
839,-3.3709677419354804,1
840,-8.37096774193548,1
841,4.62903225806452,0
842,4.12903225806452,0
843,8.12903225806452,0
844,-0.37096774193548043,0
845,-5.87096774193548,1
846,-4.87096774193548,1
847,-5.37096774193548,1
848,1.1290322580645196,0
849,-9.87096774193548,1
850,5.12903225806452,0
851,3.6290322580645196,0
852,-3.8709677419354804,1
853,4.12903225806452,0
854,-2.3709677419354804,1
855,1.1290322580645196,0
856,-4.935483870967744,1
857,1.0645161290322562,0
858,0.5645161290322562,1
859,5.564516129032256,0
860,4.064516129032256,1
861,11.064516129032256,0
862,-4.935483870967744,1
863,-3.4354838709677438,0
864,-7.935483870967744,1
865,1.5645161290322562,1
866,1.5645161290322562,0
867,0.06451612903225623,1
868,7.064516129032256,0
869,6.064516129032256,0
870,-2.9354838709677438,0
871,-19.435483870967744,1
872,0.06451612903225623,1
873,8.064516129032256,0
874,0.5645161290322562,0
875,7.064516129032256,0
876,2.5645161290322562,1
877,0.06451612903225623,1
878,-5.435483870967744,0
879,2.0645161290322562,0
880,-6.935483870967744,1
881,-7.435483870967744,1
882,1.5645161290322562,0
883,-0.43548387096774377,1
884,1.0645161290322562,1
885,-1.9354838709677438,0
886,4.064516129032256,0
